gid,time,value,lon,lat
101,2016-11-01 00:00:00-07,41.33774589042158,-118.22845482522435,33.89398848969933
274,2016-11-01 00:00:00-07,41.393828510945625,-118.43518982666127,34.00733181089519
472,2016-11-01 00:00:00-07,44.888611526203725,-118.29433302160409,34.16487330409562
428,2016-11-01 00:00:00-07,44.56994727984056,-118.33852277623745,34.123559187181954
18,2016-11-01 00:00:00-07,45.671181773416414,-118.23620932103704,33.79727734238042
112,2016-11-01 00:00:00-07,42.873464276003176,-118.28644812222944,33.897210054882365
502,2016-11-01 00:00:00-07,42.849384132370915,-118.46428663645437,34.15950747918201
550,2016-11-01 00:00:00-07,42.87132447462808,-118.38912917990612,34.22350399593241
344,2016-11-01 00:00:00-07,41.49885596359191,-118.48487064286644,34.04399711191628
409,2016-11-01 00:00:00-07,41.02620476488046,-118.24466589565706,34.12810943653066
178,2016-11-01 00:00:00-07,42.29523702517336,-118.26945166284003,33.96427919702157
31,2016-11-01 00:00:00-07,43.665014667098944,-118.25860389032394,33.80823838987908
71,2016-11-01 00:00:00-07,46.03062962401204,-118.27251749389295,33.85272324107709
263,2016-11-01 00:00:00-07,46.04379343402244,-118.23460501157952,34.03522239619377
448,2016-11-01 00:00:00-07,46.21871482441562,-118.36103360069498,34.134505052544256
462,2016-11-01 00:00:00-07,40.66374676172543,-118.47272152960089,34.125944155487694
299,2016-11-01 00:00:00-07,42.74509314889033,-118.40425966407955,34.029954848639974
556,2016-11-01 00:00:00-07,41.80979480387657,-118.28194797759886,34.24681633855624
33,2016-11-01 00:00:00-07,44.79044100760491,-118.22307430074558,33.81597078677733
167,2016-11-01 00:00:00-07,41.64928701596271,-118.12236806702687,33.98032174959493
493,2016-11-01 00:00:00-07,41.93888779924667,-118.28114635702242,34.1835870473878
111,2016-11-01 00:00:00-07,41.651426817337814,-118.30423033394993,33.89333396798922
128,2016-11-01 00:00:00-07,41.319220411643855,-118.27330796678083,33.9159134156729
294,2016-11-01 00:00:00-07,40.41307636440373,-118.49328261061638,34.01043935865933
477,2016-11-01 00:00:00-07,40.717689580874364,-118.20506708069964,34.184225078894485
331,2016-11-01 00:00:00-07,44.84511681193878,-118.26637640242745,34.0758586809797
350,2016-11-01 00:00:00-07,41.028344566255555,-118.37798525805236,34.06739956889323
271,2016-11-01 00:00:00-07,40.410936563028635,-118.48858770846296,33.99561624097468
125,2016-11-01 00:00:00-07,41.64928701596271,-118.32666473746359,33.90428245367606
444,2016-11-01 00:00:00-07,40.66374676172543,-118.43236777143306,34.11892497619802
601,2016-11-01 00:00:00-07,42.89291599482699,-118.4172938855102,34.31250985443079
383,2016-11-01 00:00:00-07,45.8806409160052,-118.27568765204248,34.10552941699798
91,2016-11-01 00:00:00-07,43.09634922404503,-118.40621468620438,33.855191740357185
388,2016-11-01 00:00:00-07,42.289412026601596,-118.18648979153143,34.12486323768787
458,2016-11-01 00:00:00-07,42.45200481899302,-118.18256441081239,34.17324474443475
69,2016-11-01 00:00:00-07,41.33988569179668,-118.30805976522872,33.844973476869086
382,2016-11-01 00:00:00-07,43.132838922363774,-118.29352151360072,34.10165363181427
290,2016-11-01 00:00:00-07,43.16258448314305,-118.15011122523667,34.069358795616004
532,2016-11-01 00:00:00-07,40.279200672777755,-118.43799627682536,34.19697624987788
98,2016-11-01 00:00:00-07,45.960073163239976,-118.28180268592519,33.88238090060526
203,2016-11-01 00:00:00-07,45.0025820284882,-118.18505677226854,33.998439175030605
199,2016-11-01 00:00:00-07,41.026204764880454,-118.25629499846,33.982982809589494
284,2016-11-01 00:00:00-07,45.52435977811852,-118.25707276407636,34.04618876107735
36,2016-11-01 00:00:00-07,40.66374676172543,-118.42305972376509,33.78811454092727
272,2016-11-01 00:00:00-07,40.410936563028635,-118.47079032882455,33.99952442789111
403,2016-11-01 00:00:00-07,44.00288744094528,-118.35168372608388,34.10484031369781
37,2016-11-01 00:00:00-07,40.66374676172543,-118.40530954612028,33.792010041809625
233,2016-11-01 00:00:00-07,43.09634922404503,-118.37243125340065,33.98936391648923
515,2016-11-01 00:00:00-07,43.74924725077708,-118.48682759167012,34.17042705673921
164,2016-11-01 00:00:00-07,44.670375622794246,-118.17579625203773,33.968766371086474
429,2016-11-01 00:00:00-07,44.88148840538169,-118.32068593420583,34.127442785042284
368,2016-11-01 00:00:00-07,41.33774589042158,-118.5429948773838,34.04707730072988
396,2016-11-01 00:00:00-07,42.29272043449889,-118.47645089403755,34.07755630067033
492,2016-11-01 00:00:00-07,44.42435477765838,-118.29899913531945,34.17970977293545
226,2016-11-01 00:00:00-07,41.31708061026876,-118.13623114108056,34.02483932783284
172,2016-11-01 00:00:00-07,43.67618207903348,-118.37622035742616,33.940992068540936
210,2016-11-01 00:00:00-07,44.971470672372355,-118.4211470231513,33.962855533807314
44,2016-11-01 00:00:00-07,44.63367321378526,-118.28100520327187,33.819194868243876
276,2016-11-01 00:00:00-07,43.390980481500506,-118.3995816751494,34.01512720232076
296,2016-11-01 00:00:00-07,41.81039708913304,-118.45767917479822,34.01825454919434
568,2016-11-01 00:00:00-07,43.128982989357326,-118.46995269946453,34.23756285387028
576,2016-11-01 00:00:00-07,44.319555289232596,-118.32703598504335,34.26873268108997
398,2016-11-01 00:00:00-07,43.40654915317259,-118.44081271031467,34.08536674482851
406,2016-11-01 00:00:00-07,43.69134631540415,-118.29818339429399,34.1164884037344
322,2016-11-01 00:00:00-07,43.67404227765839,-118.4267513665194,34.04088469366864
453,2016-11-01 00:00:00-07,45.522923865820985,-118.27182284748869,34.153912508918495
10,2016-11-01 00:00:00-07,43.12684318798223,-118.17829785826353,33.794028566251775
452,2016-11-01 00:00:00-07,45.54358914597382,-118.28966881756368,34.15003703304057
139,2016-11-01 00:00:00-07,44.00503512202332,-118.34910589654785,33.91522635482996
423,2016-11-01 00:00:00-07,41.64928701596271,-118.42767829855113,34.104096120895896
520,2016-11-01 00:00:00-07,43.67692047565795,-118.39760633221857,34.189942779455144
231,2016-11-01 00:00:00-07,47.34897315776021,-118.4080296910992,33.98157813807022
572,2016-11-01 00:00:00-07,41.80043645078882,-118.3985097220985,34.25317185821638
329,2016-11-01 00:00:00-07,42.70966333372227,-118.30202863342451,34.06810770366202
443,2016-11-01 00:00:00-07,40.66374676172543,-118.4501965220536,34.11502244641181
259,2016-11-01 00:00:00-07,45.140556204564504,-118.3058687492404,34.01973123527808
362,2016-11-01 00:00:00-07,43.184783143519084,-118.16400835011714,34.113880124901755
490,2016-11-01 00:00:00-07,42.96230384907686,-118.33469895826104,34.17194619578131
186,2016-11-01 00:00:00-07,42.30426463573279,-118.12698720358736,33.99516073066147
476,2016-11-01 00:00:00-07,41.68128949285449,-118.22292408108787,34.18036074521436
75,2016-11-01 00:00:00-07,45.85513027151494,-118.20141026094612,33.86818684538652
352,2016-11-01 00:00:00-07,42.7089249370978,-118.3423414954069,34.07517637654407
174,2016-11-01 00:00:00-07,41.33774589042158,-118.34063839713835,33.94876643356015
206,2016-11-01 00:00:00-07,41.662656905872815,-118.13160822789476,34.00999992375335
254,2016-11-01 00:00:00-07,46.67413478877099,-118.39490559620374,34.00029976113784
524,2016-11-01 00:00:00-07,43.983094779766155,-118.32619477452354,34.20550121534543
55,2016-11-01 00:00:00-07,41.028344566255555,-118.32117818330467,33.826268305480404
375,2016-11-01 00:00:00-07,44.24202835659975,-118.41830510221617,34.07443900802116
517,2016-11-01 00:00:00-07,41.26260112563995,-118.45114485454131,34.17824236554005
52,2016-11-01 00:00:00-07,42.21848665623308,-118.37446158445789,33.814614954680195
58,2016-11-01 00:00:00-07,43.36464095349235,-118.26787773590259,33.83789473789693
370,2016-11-01 00:00:00-07,41.391688709570516,-118.50737882370618,34.05490992848052
321,2016-11-01 00:00:00-07,44.405829298880654,-118.44456125545094,34.03698368848133
413,2016-11-01 00:00:00-07,44.373067898483804,-118.17328258226094,34.14356203139997
471,2016-11-01 00:00:00-07,43.04032681185805,-118.31218048552061,34.16099392005448
435,2016-11-01 00:00:00-07,43.752065240439585,-118.21362481864097,34.15068121663896
522,2016-11-01 00:00:00-07,42.140463693451885,-118.3619043867388,34.19772801587337
498,2016-11-01 00:00:00-07,45.28443026331706,-118.19185384489789,34.20292825567735
197,2016-11-01 00:00:00-07,41.005539484727635,-118.29190273326445,33.97523662255934
17,2016-11-01 00:00:00-07,42.70752353234717,-118.25396980047853,33.79341054711038
278,2016-11-01 00:00:00-07,41.64928701596271,-118.36396588370124,34.02291059760517
194,2016-11-01 00:00:00-07,41.33774589042158,-118.34530008603852,33.963594849379106
262,2016-11-01 00:00:00-07,44.22063468635589,-118.25242379627514,34.0313541097684
378,2016-11-01 00:00:00-07,42.94685881397591,-118.3648378851367,34.08612043985128
361,2016-11-01 00:00:00-07,41.70577866688207,-118.18185021997515,34.11002328116936
243,2016-11-01 00:00:00-07,42.043721997031824,-118.19432486225008,34.028112821474075
180,2016-11-01 00:00:00-07,40.6961381605616,-118.23384690768215,33.972017586384894
445,2016-11-01 00:00:00-07,42.53002778177422,-118.41453710280483,34.12282450227531
201,2016-11-01 00:00:00-07,41.02620476488046,-118.22067967497502,33.99071699525615
488,2016-11-01 00:00:00-07,42.140463693451885,-118.37039112841032,34.1641705847552
202,2016-11-01 00:00:00-07,43.12770675142785,-118.20286917043269,33.994579586162686
116,2016-11-01 00:00:00-07,41.33988569179668,-118.21530033676765,33.91268444378199
387,2016-11-01 00:00:00-07,42.289412026601596,-118.20433316670136,34.12100248946991
585,2016-11-01 00:00:00-07,41.886280250539144,-118.49723091641437,34.26331265158249
222,2016-11-01 00:00:00-07,43.12770675142785,-118.20750566137681,34.009415408034954
459,2016-11-01 00:00:00-07,44.55478304346989,-118.16470701455728,34.17710215879534
168,2016-11-01 00:00:00-07,41.64928701596271,-118.10455489720972,33.984167537268306
209,2016-11-01 00:00:00-07,46.14141830666538,-118.43893809010281,33.95895605741713
257,2016-11-01 00:00:00-07,41.906945530691964,-118.34148920512484,34.01196764527939
518,2016-11-01 00:00:00-07,44.81063112305319,-118.4333006014672,34.182145510655154
410,2016-11-01 00:00:00-07,44.136671537724304,-118.22682292013056,34.131977098759435
104,2016-11-01 00:00:00-07,45.2411181906228,-118.1750899511831,33.90556911181582
535,2016-11-01 00:00:00-07,41.33774589042158,-118.38444178964885,34.20867035239967
252,2016-11-01 00:00:00-07,43.67618207903348,-118.43050698134506,33.99250617892154
575,2016-11-01 00:00:00-07,41.2329464019958,-118.3449072988637,34.264846994383255
182,2016-11-01 00:00:00-07,41.914759579922396,-118.19823457311062,33.979743974794275
602,2016-11-01 00:00:00-07,42.87132447462808,-118.4935058770277,34.31171772050892
163,2016-11-01 00:00:00-07,42.87132447462809,-118.19360186827691,33.96490857496738
349,2016-11-01 00:00:00-07,41.83106236928586,-118.3958042733792,34.063506661515675
549,2016-11-01 00:00:00-07,42.873464276003176,-118.40698599995031,34.21960806715309
527,2016-11-01 00:00:00-07,41.93888779924667,-118.27261600187852,34.2171384353102
295,2016-11-01 00:00:00-07,43.86516919633058,-118.47548185062361,34.01434845263642
59,2016-11-01 00:00:00-07,44.2415323264514,-118.25010713751702,33.841764230861706
603,2016-11-01 00:00:00-07,42.87132447462808,-118.47563098964446,34.31562901557355
546,2016-11-01 00:00:00-07,40.90000159967739,-118.4605449271626,34.2079022265028
521,2016-11-01 00:00:00-07,41.33774589042158,-118.37975631841445,34.19383690199741
544,2016-11-01 00:00:00-07,42.31855631784178,-118.49624125601476,34.200083293195725
573,2016-11-01 00:00:00-07,42.78597670502611,-118.3806441685822,34.2570665823759
148,2016-11-01 00:00:00-07,43.765435130349694,-118.1889710547988,33.95007338771933
140,2016-11-01 00:00:00-07,42.55978334908694,-118.3313207239876,33.91911023467157
24,2016-11-01 00:00:00-07,41.005539484727635,-118.3828979123853,33.78108080461829
239,2016-11-01 00:00:00-07,45.94327400759481,-118.26559022147043,34.012649275072526
240,2016-11-01 00:00:00-07,41.49671616221682,-118.24777672787208,34.0165196656063
250,2016-11-01 00:00:00-07,41.007679286102736,-118.46610072171259,33.98470060779472
590,2016-11-01 00:00:00-07,41.88792402176589,-118.40789795421922,34.28284048050058
555,2016-11-01 00:00:00-07,41.62734667370555,-118.29981630084646,34.24293847835593
595,2016-11-01 00:00:00-07,44.42649457903347,-118.41259495689025,34.297675074032256
367,2016-11-01 00:00:00-07,43.02060217400693,-118.56080002061103,34.043156490016415
529,2016-11-01 00:00:00-07,43.489903476393735,-118.49153346077661,34.185255078767
65,2016-11-01 00:00:00-07,41.33988569179668,-118.37912157067896,33.82943804700495
303,2016-11-01 00:00:00-07,41.02620476488046,-118.33300689950819,34.04551324940586
359,2016-11-01 00:00:00-07,41.41397606676325,-118.21752826445741,34.10230056900369
530,2016-11-01 00:00:00-07,42.39598240680605,-118.47368965734734,34.189165142471474
364,2016-11-01 00:00:00-07,44.006845557169264,-118.1283189211226,34.12158478483918
105,2016-11-01 00:00:00-07,43.0756839438922,-118.41088374276009,33.87001457707985
593,2016-11-01 00:00:00-07,41.33988569179668,-118.44834074262472,34.289871168260674
20,2016-11-01 00:00:00-07,47.719701700086375,-118.20068270546868,33.80500195877203
67,2016-11-01 00:00:00-07,41.028344566255555,-118.34359446061578,33.83721174399909
5,2016-11-01 00:00:00-07,45.10043920558788,-118.26709282056613,33.7747140403034
400,2016-11-01 00:00:00-07,43.04908150339018,-118.40516685903079,34.09316518177828
27,2016-11-01 00:00:00-07,41.906945530691964,-118.32964040106995,33.79273770505123
577,2016-11-01 00:00:00-07,41.26227175941081,-118.49251880776755,34.24848277097569
510,2016-11-01 00:00:00-07,43.362501152117254,-118.32152143208039,34.190665254321424
538,2016-11-01 00:00:00-07,42.11792106593826,-118.33087003127342,34.22033737090663
563,2016-11-01 00:00:00-07,42.53002778177422,-118.37595634406519,34.24223165295905
500,2016-11-01 00:00:00-07,41.337745890421594,-118.4999587348039,34.151687972560005
85,2016-11-01 00:00:00-07,43.927421189637435,-118.25938179330404,33.871423254360444
72,2016-11-01 00:00:00-07,43.50853174390012,-118.25474352017788,33.85659363351646
323,2016-11-01 00:00:00-07,43.25839993951705,-118.4089395641376,34.04478269905613
79,2016-11-01 00:00:00-07,42.21848665623308,-118.36601747957901,33.84815060399352
160,2016-11-01 00:00:00-07,40.38459703502048,-118.24700736413246,33.95331718466745
381,2016-11-01 00:00:00-07,46.035456751871365,-118.31135346887416,34.09777484093934
309,2016-11-01 00:00:00-07,47.79350526845444,-118.22607058407834,34.06876077979905
380,2016-11-01 00:00:00-07,44.39178122068314,-118.32918351667749,34.09389304494139
404,2016-11-01 00:00:00-07,46.33918382818207,-118.3338521915579,34.10872601578938
207,2016-11-01 00:00:00-07,41.319220411643855,-118.11378826709763,34.013847498819466
449,2016-11-01 00:00:00-07,44.418859145315764,-118.3431952718615,34.13839255807844
489,2016-11-01 00:00:00-07,41.828922567910766,-118.3525460005284,34.16805989421753
512,2016-11-01 00:00:00-07,40.953347545009386,-118.28581097566351,34.19842461243953
289,2016-11-01 00:00:00-07,45.75380270991707,-118.16794288884242,34.065504637338364
570,2016-11-01 00:00:00-07,42.79617970984644,-118.43423506049743,34.24537337644129
198,2016-11-01 00:00:00-07,42.87132447462808,-118.27409981503794,33.97911121596157
264,2016-11-01 00:00:00-07,46.14514008519423,-118.21678432867036,34.03908767913899
446,2016-11-01 00:00:00-07,44.70406074284874,-118.39670451735056,34.12672102407253
348,2016-11-01 00:00:00-07,43.02120445926339,-118.41362137646804,34.05961075252983
88,2016-11-01 00:00:00-07,43.02120445926339,-118.20603839777975,33.88301916101227
277,2016-11-01 00:00:00-07,45.0453574357026,-118.38177473382852,34.01902039976554
157,2016-11-01 00:00:00-07,42.29523702517336,-118.3003958058877,33.9416988033331
4,2016-11-01 00:00:00-07,42.52928938514975,-118.28484615620233,33.77084216466246
315,2016-11-01 00:00:00-07,42.436895379519875,-118.11906589381327,34.09190011637479
302,2016-11-01 00:00:00-07,42.849384132370915,-118.35082295321581,34.04162815076239
454,2016-11-01 00:00:00-07,42.55764354771186,-118.2539749700731,34.1577849759613
159,2016-11-01 00:00:00-07,41.966383982183515,-118.2648054078578,33.949447389138264
113,2016-11-01 00:00:00-07,43.51385844453414,-118.26866401547399,33.901083146474456
107,2016-11-01 00:00:00-07,42.94391989310667,-118.37534020698094,33.87779967874943
228,2016-11-01 00:00:00-07,42.873464276003176,-118.46141302814294,33.96987699338598
358,2016-11-01 00:00:00-07,43.82615561540614,-118.23536443670208,34.0984347017022
598,2016-11-01 00:00:00-07,40.66588656310053,-118.47091990128101,34.300796763448076
221,2016-11-01 00:00:00-07,41.83062537164943,-118.22531955752366,34.00555191990327
376,2016-11-01 00:00:00-07,41.83259988540449,-118.40048460951307,34.078335821097376
6,2016-11-01 00:00:00-07,45.4333840079063,-118.24933759775914,33.778582926547266
469,2016-11-01 00:00:00-07,44.807423558824475,-118.3478696795761,34.153226127437456
541,2016-11-01 00:00:00-07,41.62734667370555,-118.27728103379785,34.23197729000444
424,2016-11-01 00:00:00-07,43.33428310092315,-118.40985102307887,34.107994742517846
56,2016-11-01 00:00:00-07,42.29737682654845,-118.30341325996953,33.83014677464001
170,2016-11-01 00:00:00-07,42.560754543939844,-118.41179470059475,33.93320572072565
291,2016-11-01 00:00:00-07,43.97047396372636,-118.1322776682178,34.0732099469169
86,2016-11-01 00:00:00-07,44.241102116553655,-118.2416025514892,33.87529155186385
447,2016-11-01 00:00:00-07,44.939718706983754,-118.37887001625276,34.130614541018964
579,2016-11-01 00:00:00-07,41.812349047086514,-118.45679821561288,34.256301123995925
3,2016-11-01 00:00:00-07,41.57595268632703,-118.17368102614233,33.77919757746395
185,2016-11-01 00:00:00-07,41.99058370881657,-118.1448018805539,33.99131104572519
266,2016-11-01 00:00:00-07,44.148969389112935,-118.18113727295352,34.04680923232506
135,2016-11-01 00:00:00-07,42.52714958377466,-118.4202275667483,33.89966089181474
457,2016-11-01 00:00:00-07,40.66374676172543,-118.20041990568433,34.169384318404774
594,2016-11-01 00:00:00-07,43.20445712036811,-118.43046881332702,34.2937746275356
176,2016-11-01 00:00:00-07,41.33774589042158,-118.30504882913651,33.95652881123456
66,2016-11-01 00:00:00-07,41.935424860075216,-118.36135896439822,33.83332639073368
184,2016-11-01 00:00:00-07,43.78054456982284,-118.16261466858711,33.98745835772573
311,2016-11-01 00:00:00-07,43.02274197538203,-118.19040993852926,34.07648591956441
511,2016-11-01 00:00:00-07,43.18037697673585,-118.30366715985612,34.19454643851833
110,2016-11-01 00:00:00-07,41.651426817337814,-118.32201064945973,33.889454886361946
171,2016-11-01 00:00:00-07,43.68698195767075,-118.39400848173761,33.93710039219827
537,2016-11-01 00:00:00-07,43.07343768693497,-118.34872920110745,34.216451375023546
460,2016-11-01 00:00:00-07,41.64928701596271,-118.50837621080329,34.11812226868844
220,2016-11-01 00:00:00-07,40.693998359186516,-118.24313155772977,34.00168542962954
189,2016-11-01 00:00:00-07,41.68075217475281,-118.43425759699296,33.94413195159279
339,2016-11-01 00:00:00-07,41.89090985117274,-118.12369146081683,34.10674234810877
64,2016-11-01 00:00:00-07,41.33774589042158,-118.39688227828833,33.825546713381044
29,2016-11-01 00:00:00-07,42.29737682654845,-118.29412592689086,33.80049402779468
158,2016-11-01 00:00:00-07,43.49782276501492,-118.28260155550255,33.94557459517125
343,2016-11-01 00:00:00-07,40.71680344071443,-118.50267816709045,34.040086203451864
215,2016-11-01 00:00:00-07,42.53002778177422,-118.33216307826316,33.98230796595609
422,2016-11-01 00:00:00-07,40.66374676172543,-118.44550365716455,34.10019449623288
179,2016-11-01 00:00:00-07,41.026204764880454,-118.25165023327862,33.9681498915395
442,2016-11-01 00:00:00-07,41.54448752753693,-118.4680233534857,34.111116913488154
485,2016-11-01 00:00:00-07,42.50808743951704,-118.42391501388447,34.15248461467861
100,2016-11-01 00:00:00-07,41.33774589042158,-118.24623933739981,33.89012228891161
267,2016-11-01 00:00:00-07,44.32854473272393,-118.16331090251907,34.05066550143493
483,2016-11-01 00:00:00-07,40.352205636184294,-118.45958801054772,34.14467893892794
597,2016-11-01 00:00:00-07,40.66374676172543,-118.48879138010459,34.29688637441976
320,2016-11-01 00:00:00-07,41.49885596359191,-118.46236922975507,34.033079684065086
216,2016-11-01 00:00:00-07,41.88749381186815,-118.31436057549327,33.986189458441245
142,2016-11-01 00:00:00-07,43.82881560937985,-118.29574468107687,33.926869007282704
211,2016-11-01 00:00:00-07,44.829151190391386,-118.4033540472909,33.96675201430352
340,2016-11-01 00:00:00-07,42.21976289416258,-118.10584731075093,34.11058926992347
516,2016-11-01 00:00:00-07,43.61801986547141,-118.46898718500324,34.174336214043976
397,2016-11-01 00:00:00-07,45.94554992033792,-118.45863276121075,34.081463023364755
325,2016-11-01 00:00:00-07,41.651426817337814,-118.3733102237362,34.05256970814991
408,2016-11-01 00:00:00-07,45.778960303510345,-118.26250696731877,34.124238766238655
195,2016-11-01 00:00:00-07,41.00339968335254,-118.32750286994354,33.96747843870048
304,2016-11-01 00:00:00-07,42.21848665623308,-118.31518893939179,34.04939534606897
441,2016-11-01 00:00:00-07,41.54448752753693,-118.48584826454956,34.107208377998965
68,2016-11-01 00:00:00-07,41.028344566255555,-118.3258280605021,33.841094106233356
425,2016-11-01 00:00:00-07,43.92982226920168,-118.39202183192893,34.11189036052775
437,2016-11-01 00:00:00-07,42.45200481899302,-118.17792254641563,34.15840328762067
363,2016-11-01 00:00:00-07,44.86786168512964,-118.1461645834356,34.117733959646664
307,2016-11-01 00:00:00-07,46.91126954615497,-118.26172363241407,34.061023618494254
360,2016-11-01 00:00:00-07,40.82596414111665,-118.19969019181869,34.106163429014764
534,2016-11-01 00:00:00-07,43.10772083538757,-118.4022952059795,34.20477532679962
144,2016-11-01 00:00:00-07,41.98583570100733,-118.26016104895635,33.93461579334885
416,2016-11-01 00:00:00-07,44.169305303036616,-118.11972515248296,34.15511987108819
427,2016-11-01 00:00:00-07,44.49688210809696,-118.35635770732485,34.1196725834298
126,2016-11-01 00:00:00-07,43.51599824590924,-118.30888104418854,33.90816243659894
499,2016-11-01 00:00:00-07,40.66374676172543,-118.51779189706275,34.14777371296943
432,2016-11-01 00:00:00-07,45.8833227942997,-118.26716395430533,34.13907553758417
419,2016-11-01 00:00:00-07,41.2329464019958,-118.49896822005438,34.08847160971233
467,2016-11-01 00:00:00-07,44.53284270121272,-118.38355122068243,34.1454463059025
600,2016-11-01 00:00:00-07,45.06902854893955,-118.43517115279428,34.308608504026495
238,2016-11-01 00:00:00-07,48.47764972674738,-118.28340181562511,34.00877588286061
592,2016-11-01 00:00:00-07,41.33988569179668,-118.46621074359385,34.28596469677998
345,2016-11-01 00:00:00-07,41.81039708913304,-118.4670612005158,34.047905021627976
405,2016-11-01 00:00:00-07,44.00288744094528,-118.31601874723295,34.112608712657845
283,2016-11-01 00:00:00-07,44.27172124731201,-118.27489304225678,34.0423165728118
507,2016-11-01 00:00:00-07,41.02406496350536,-118.37507276505171,34.179003645768425
134,2016-11-01 00:00:00-07,43.78268437119793,-118.16654329249617,33.9390944179415
324,2016-11-01 00:00:00-07,42.45414462036812,-118.39112584948352,34.04867770407327
46,2016-11-01 00:00:00-07,45.805299831518504,-118.24547264419209,33.82693504743108
138,2016-11-01 00:00:00-07,43.67404227765839,-118.36688916827771,33.911339480054906
373,2016-11-01 00:00:00-07,47.479128504544406,-118.45394034275196,34.06663637732292
533,2016-11-01 00:00:00-07,40.59074179831889,-118.4201467021004,34.20087729243523
219,2016-11-01 00:00:00-07,41.906945530691964,-118.26094166081187,33.99781593777978
305,2016-11-01 00:00:00-07,44.57423476229369,-118.2973690740486,34.05327444018336
411,2016-11-01 00:00:00-07,42.289412026601596,-118.2089780419286,34.13584175235817
28,2016-11-01 00:00:00-07,41.33988569179668,-118.31188410986434,33.79661736122216
270,2016-11-01 00:00:00-07,41.81039708913304,-118.1098204351709,34.0622162720539
61,2016-11-01 00:00:00-07,43.25798847028996,-118.21456027391383,33.84949423663538
89,2016-11-01 00:00:00-07,47.984290583630624,-118.1882534882406,33.886878471527005
318,2016-11-01 00:00:00-07,40.51442301557553,-118.49797942977654,34.02526267983152
25,2016-11-01 00:00:00-07,42.21848665623308,-118.3651473034989,33.78496942618189
496,2016-11-01 00:00:00-07,41.62734667370555,-118.22757656910798,34.1952008074261
136,2016-11-01 00:00:00-07,42.53002778177422,-118.40245000455069,33.90355674797833
