"","County","Weekend_day","Pollutant","Sample","Latitude","Longitude"
"58","Kern","weekend","Ozone",0.532678675013749,35.346094,-118.852037
"59","Lake","weekday","Ozone",0.383059655971697,39.0327,-122.92229
"60","Lake","weekend","Ozone",0.391697799916978,39.0327,-122.92229
"61","Los Angeles","weekday","CO",0.0103682948515199,34.1365,-117.92391
"62","Los Angeles","weekday","NO2",0.166781117562039,34.1365,-117.92391
"63","Los Angeles","weekday","Ozone",0.401772372114577,34.1365,-117.92391
"64","Los Angeles","weekday","SO2",0.00821974268473187,34.06659,-118.22688
"65","Los Angeles","weekend","CO",0.00978793107897702,34.1365,-117.92391
"66","Los Angeles","weekend","NO2",0.125590023781571,34.1365,-117.92391
"67","Los Angeles","weekend","Ozone",0.438376591859847,34.1365,-117.92391
"68","Los Angeles","weekend","SO2",0.00711927119831815,34.06659,-118.22688
"69","Madera","weekday","CO",0.00541722839477477,36.867125,-120.010158
"70","Madera","weekday","NO2",0.0591972597927279,36.867125,-120.010158
"71","Madera","weekday","Ozone",0.424115367743822,36.867125,-120.010158
"72","Madera","weekend","CO",0.00513346316874785,36.867125,-120.010158
"73","Madera","weekend","NO2",0.0446061538461538,36.867125,-120.010158
"74","Madera","weekend","Ozone",0.445637422686603,36.867125,-120.010158
"75","Marin","weekday","CO",0.0101269041621686,37.97231,-122.520004
"76","Marin","weekday","NO2",0.0997897031695455,37.97231,-122.520004
"77","Marin","weekday","Ozone",0.308782535684299,37.97231,-122.520004
"78","Marin","weekend","CO",0.00951197870452529,37.97231,-122.520004
"79","Marin","weekend","NO2",0.0713242236024845,37.97231,-122.520004
"80","Marin","weekend","Ozone",0.350547175391896,37.97231,-122.520004
"81","Monterey","weekday","CO",0.00917826755039791,36.69676,-121.637182
"82","Monterey","weekday","NO2",0.0467256938532266,36.69676,-121.637182
"83","Monterey","weekday","Ozone",0.342021435064588,36.495767,-121.731571
"84","Monterey","weekend","CO",0.00934807256235828,36.69676,-121.637182
"85","Monterey","weekend","NO2",0.0381600660066007,36.69676,-121.637182
"86","Monterey","weekend","Ozone",0.354213084677801,36.495767,-121.731571
"87","Napa","weekday","CO",0.0118410768562744,38.310942,-122.296189
"88","Napa","weekday","NO2",0.0746642434488588,38.310942,-122.296189
"89","Napa","weekday","Ozone",0.301021778758515,38.310942,-122.296189
"90","Napa","weekend","CO",0.0109837326234842,38.310942,-122.296189
"91","Napa","weekend","NO2",0.0595218855218855,38.310942,-122.296189
"92","Napa","weekend","Ozone",0.323164744158533,38.310942,-122.296189
"93","Orange","weekday","CO",0.0122316692744467,33.83062,-117.93845
"94","Orange","weekday","NO2",0.170495548184358,33.83062,-117.93845
"95","Orange","weekday","Ozone",0.408051147893695,33.83062,-117.93845
"96","Orange","weekday","SO2",0.00160890410958904,33.67464,-117.92568
"97","Orange","weekend","CO",0.0110775001803448,33.83062,-117.93845
"98","Orange","weekend","NO2",0.130623066400084,33.83062,-117.93845
"99","Orange","weekend","Ozone",0.441413373860182,33.83062,-117.93845
"100","Orange","weekend","SO2",0.00127736625514403,33.67464,-117.92568
"101","Riverside","weekday","CO",0.00709840463821168,33.85275,-116.54101
"102","Riverside","weekday","NO2",0.0893025366417779,33.447867,-117.088649
"103","Riverside","weekday","Ozone",0.520861905245151,33.7411,-115.8206
"104","Riverside","weekday","SO2",0.00320721315080543,33.99958,-117.41601
"105","Riverside","weekend","CO",0.00729548616414201,33.85275,-116.54101
"106","Riverside","weekend","NO2",0.0732406523221926,33.447867,-117.088649
"107","Riverside","weekend","Ozone",0.529158543558619,33.7411,-115.8206
"108","Riverside","weekend","SO2",0.00292370795734208,33.99958,-117.41601
"109","Sacramento","weekday","CO",0.0107573298380534,38.71209,-121.38109
"110","Sacramento","weekday","NO2",0.0735925415800416,38.71209,-121.38109
"111","Sacramento","weekday","Ozone",0.381359872655934,38.71209,-121.38109
"112","Sacramento","weekday","SO2",0.0356645238095238,38.613779,-121.368014
"113","Sacramento","weekend","CO",0.0103375154088481,38.71209,-121.38109
"114","Sacramento","weekend","NO2",0.055471435825822,38.71209,-121.38109
"115","Sacramento","weekend","Ozone",0.40580107682117,38.71209,-121.38109
"116","Sacramento","weekend","SO2",0.0349888497652582,38.613779,-121.368014
"117","San Bernardino","weekday","CO",0.0112737741819724,34.895007,-117.024484
"118","San Bernardino","weekday","NO2",0.198514075887393,34.895007,-117.024484
"119","San Bernardino","weekday","Ozone",0.55156525770083,34.895007,-117.024484
"120","San Bernardino","weekday","SO2",0.00903564415352574,34.510014,-117.331433
"121","San Bernardino","weekend","CO",0.0106715865682686,34.895007,-117.024484
"122","San Bernardino","weekend","NO2",0.147101787187242,34.895007,-117.024484
"123","San Bernardino","weekend","Ozone",0.571264656747996,34.895007,-117.024484
"124","San Bernardino","weekend","SO2",0.00860770314245471,34.510014,-117.331433
"125","San Diego","weekday","CO",0.0116658462370681,32.701492,-117.149653
"126","San Diego","weekday","NO2",0.101327815341571,32.631231,-117.059075
"127","San Diego","weekday","Ozone",0.489309858371551,32.631231,-117.059075
"128","San Diego","weekday","SO2",0.00137986612075128,32.817978,-116.968133
"129","San Diego","weekend","CO",0.0109901329065479,32.701492,-117.149653
"130","San Diego","weekend","NO2",0.0732522745142087,32.631231,-117.059075
"131","San Diego","weekend","Ozone",0.511537635793722,32.631231,-117.059075
"132","San Diego","weekend","SO2",0.00103562225253903,32.817978,-116.968133
"133","San Francisco","weekday","CO",0.0115742997080609,37.765946,-122.399044
"134","San Francisco","weekday","NO2",0.117912502161508,37.765946,-122.399044
"135","San Francisco","weekday","Ozone",0.307690637065637,37.765946,-122.399044
"136","San Francisco","weekend","CO",0.0103692744703515,37.765946,-122.399044
"137","San Francisco","weekend","NO2",0.0795979123173278,37.765946,-122.399044
"138","San Francisco","weekend","Ozone",0.351552795031056,37.765946,-122.399044
"139","San Joaquin","weekday","CO",0.00776827954356237,37.950741,-121.268523
"140","San Joaquin","weekday","NO2",0.0910876634549209,37.950741,-121.268523
"141","San Joaquin","weekday","Ozone",0.387279556650246,37.950741,-121.268523
"142","San Joaquin","weekend","CO",0.00700893155258765,37.950741,-121.268523
"143","San Joaquin","weekend","NO2",0.0682262681540728,37.950741,-121.268523
"144","San Joaquin","weekend","Ozone",0.416873486682809,37.950741,-121.268523
"145","San Mateo","weekday","CO",0.0108468111813837,37.482934,-122.20337
"146","San Mateo","weekday","NO2",0.102541871087802,37.482934,-122.20337
"147","San Mateo","weekday","Ozone",0.286666024142833,37.482934,-122.20337
"148","San Mateo","weekend","CO",0.00948438978240303,37.482934,-122.20337
"149","San Mateo","weekend","NO2",0.073460678807947,37.482934,-122.20337
"150","San Mateo","weekend","Ozone",0.324733916745506,37.482934,-122.20337
"151","Santa Barbara","weekday","CO",0.0054432545036271,34.427775,-119.691218
"152","Santa Barbara","weekday","NO2",0.0287803514638864,34.46245,-120.02551
"153","Santa Barbara","weekday","Ozone",0.424887213727935,34.46245,-120.02551
"154","Santa Barbara","weekday","SO2",0.00258338060971604,34.46245,-120.02551
"155","Santa Barbara","weekend","CO",0.00518169680111266,34.427775,-119.691218
"156","Santa Barbara","weekend","NO2",0.0214575150300601,34.46245,-120.02551
"157","Santa Barbara","weekend","Ozone",0.431780472880115,34.46245,-120.02551
"158","Santa Barbara","weekend","SO2",0.0023728323699422,34.46245,-120.02551
"159","Santa Clara","weekday","CO",0.0137423415903567,37.348497,-121.894898
"160","Santa Clara","weekday","NO2",0.147600155279503,37.348497,-121.894898
"161","Santa Clara","weekday","Ozone",0.337985126844906,36.999571,-121.574684
"162","Santa Clara","weekday","SO2",0.00287657172183731,37.348497,-121.894898
"163","Santa Clara","weekend","CO",0.0124616837707747,37.348497,-121.894898
"164","Santa Clara","weekend","NO2",0.109361489361702,37.348497,-121.894898
"165","Santa Clara","weekend","Ozone",0.374713242961418,36.999571,-121.574684
"166","Santa Clara","weekend","SO2",0.00226653633105246,37.348497,-121.894898
"167","Solano","weekday","CO",0.0110267330782743,38.102507,-122.237976
"168","Solano","weekday","NO2",0.0773276645899983,38.102507,-122.237976
"169","Solano","weekday","Ozone",0.354957638043082,38.102507,-122.237976
"170","Solano","weekday","SO2",0.00997218799507129,38.102507,-122.237976
"171","Solano","weekend","CO",0.0103714406116429,38.102507,-122.237976
"172","Solano","weekend","NO2",0.0589336374948154,38.102507,-122.237976
"173","Solano","weekend","Ozone",0.384951413621774,38.102507,-122.237976
"174","Solano","weekend","SO2",0.0091147348317908,38.102507,-122.237976
"175","Sonoma","weekday","CO",0.0103994266602962,38.403765,-122.818294
"176","Sonoma","weekday","NO2",0.0470673913043478,38.403765,-122.818294
"177","Sonoma","weekday","Ozone",0.317180117870537,38.403765,-122.818294
"178","Sonoma","weekend","CO",0.00983627873987824,38.403765,-122.818294
"179","Sonoma","weekend","NO2",0.0357745138601572,38.403765,-122.818294
"180","Sonoma","weekend","Ozone",0.336945917931833,38.403765,-122.818294
"181","Stanislaus","weekday","CO",0.00811922196244788,37.641583,-120.994622
"182","Stanislaus","weekday","NO2",0.0956785589366912,37.487981,-120.837005
"183","Stanislaus","weekday","Ozone",0.382441722735765,37.641583,-120.994622
"184","Stanislaus","weekend","CO",0.00743750372178884,37.641583,-120.994622
"185","Stanislaus","weekend","NO2",0.0797226373626374,37.487981,-120.837005
"186","Stanislaus","weekend","Ozone",0.408098387637538,37.641583,-120.994622
"187","Sutter","weekday","CO",0.00382393822393822,39.205572,-121.820362
"188","Sutter","weekday","NO2",0.080416881443299,39.138773,-121.618549
"189","Sutter","weekday","Ozone",0.473606187560425,39.138773,-121.618549
"190","Sutter","weekend","CO",0.00354966887417219,39.205572,-121.820362
"191","Sutter","weekend","NO2",0.0596716666666667,39.138773,-121.618549
"192","Sutter","weekend","Ozone",0.478961520981669,39.138773,-121.618549
"193","Kings","weekday","NO2",0.0908987610619469,36.314399,-119.64457
"194","Kings","weekday","Ozone",0.435344722093052,36.233274,-119.766212
"195","Kings","weekend","NO2",0.0794745030250648,36.314399,-119.64457
"196","Kings","weekend","Ozone",0.445890823642827,36.233274,-119.766212
"197","Merced","weekday","NO2",0.0723544415127529,37.281598,-120.434992
"198","Merced","weekday","Ozone",0.41883588938534,37.281598,-120.434992
"199","Merced","weekend","NO2",0.060754830399313,37.281598,-120.434992
"200","Merced","weekend","Ozone",0.437077839985552,37.281598,-120.434992
"201","Placer","weekday","NO2",0.0852423639978312,38.745726,-121.266312
"202","Placer","weekday","Ozone",0.461341341153763,38.935578,-121.100648
"203","Placer","weekend","NO2",0.0710409252669039,38.745726,-121.266312
"204","Placer","weekend","Ozone",0.475774709020092,38.935578,-121.100648
"205","San Luis Obispo","weekday","NO2",0.033556544134863,35.36631,-120.84271
"206","San Luis Obispo","weekday","Ozone",0.432358446179154,35.631629,-120.690977
"207","San Luis Obispo","weekday","SO2",0.00049930030786454,35.02083,-120.56388
"208","San Luis Obispo","weekend","NO2",0.0251140939597315,35.36631,-120.84271
"209","San Luis Obispo","weekend","Ozone",0.441610255795843,35.631629,-120.690977
"210","San Luis Obispo","weekend","SO2",0.000485651214128035,35.02083,-120.56388
"211","Tulare","weekday","NO2",0.0947170493581631,36.332179,-119.291228
"212","Tulare","weekday","Ozone",0.539783205840279,36.567178,-118.778995
"213","Tulare","weekend","NO2",0.0765859129654554,36.332179,-119.291228
"214","Tulare","weekend","Ozone",0.538103551476456,36.567178,-118.778995
"215","Ventura","weekday","NO2",0.0726961196035612,34.276362,-118.683757
"216","Ventura","weekday","Ozone",0.425707088645456,34.210154,-118.870496
"217","Ventura","weekend","NO2",0.0559817540949616,34.276362,-118.683757
"218","Ventura","weekend","Ozone",0.429187961385576,34.210154,-118.870496
"219","Yolo","weekday","NO2",0.059224688684353,38.53445,-121.7734
"220","Yolo","weekday","Ozone",0.351472747895648,38.53445,-121.7734
"221","Yolo","weekend","NO2",0.0481988769302761,38.53445,-121.7734
"222","Yolo","weekend","Ozone",0.377348428422464,38.53445,-121.7734
"223","Amador","weekday","Ozone",0.379207142857143,38.339905,-120.763515
"224","Amador","weekend","Ozone",0.389750266303705,38.339905,-120.763515
"225","Calaveras","weekday","Ozone",0.444733141045505,38.201852,-120.681567
"226","Calaveras","weekend","Ozone",0.44890178201409,38.201852,-120.681567
"227","Colusa","weekday","Ozone",0.430531927783836,39.202935,-122.017728
"228","Colusa","weekend","Ozone",0.44401027663261,39.202935,-122.017728
"229","El Dorado","weekday","Ozone",0.631638183511563,38.725282,-120.821916
"230","El Dorado","weekend","Ozone",0.622420749279539,38.725282,-120.821916
"231","Glenn","weekday","Ozone",0.396831438457736,39.533761,-122.191903
"232","Glenn","weekend","Ozone",0.417379004981243,39.533761,-122.191903
"233","Mariposa","weekday","Ozone",0.675213971778857,37.71325,-119.7062
"234","Mariposa","weekend","Ozone",0.670875496743005,37.71325,-119.7062
"235","Mendocino","weekday","Ozone",0.294584056549191,39.14566,-123.20298
"236","Mendocino","weekend","Ozone",0.327174987642116,39.14566,-123.20298
"237","Nevada","weekday","Ozone",0.659089653902798,39.234331,-121.056591
"238","Nevada","weekend","Ozone",0.64294817090516,39.234331,-121.056591
"239","San Benito","weekday","Ozone",0.383811067376708,36.844096,-121.362121
"240","San Benito","weekend","Ozone",0.405666609225113,36.844096,-121.362121
"241","Santa Cruz","weekday","Ozone",0.313258198143991,36.983921,-121.989328
"242","Santa Cruz","weekend","Ozone",0.325812608444187,36.983921,-121.989328
"243","Shasta","weekday","Ozone",0.417046347211312,40.549985,-122.382011
"244","Shasta","weekend","Ozone",0.431689988615238,40.549985,-122.382011
"245","Siskiyou","weekday","Ozone",0.276496130800767,41.726892,-122.633579
"246","Siskiyou","weekend","Ozone",0.284067326254826,41.726892,-122.633579
"247","Tehama","weekday","Ozone",0.537416641174671,40.262072,-122.092766
"248","Tehama","weekend","Ozone",0.539388180937477,40.262072,-122.092766
"249","Tuolumne","weekday","Ozone",0.5244260969694,37.981582,-120.379611
"250","Tuolumne","weekend","Ozone",0.535741983135348,37.981582,-120.379611
