,County,Pollutant,Dayofweek,Hour,Season,Sample
226,Alameda,CO,Tue,9,1,0.016165414
227,Alameda,CO,Tue,9,2,0.011208791
228,Alameda,CO,Tue,9,3,0.012057143
229,Alameda,CO,Tue,9,4,0.014742857
230,Alameda,CO,Tue,10,1,0.013533835
231,Alameda,CO,Tue,10,2,0.010579151
232,Alameda,CO,Tue,10,3,0.011828571
233,Alameda,CO,Tue,10,4,0.013142857
234,Alameda,CO,Tue,11,1,0.011673469
235,Alameda,CO,Tue,11,2,0.00972973
236,Alameda,CO,Tue,11,3,0.011370262
237,Alameda,CO,Tue,11,4,0.012742857
238,Alameda,CO,Tue,12,1,0.010965251
239,Alameda,CO,Tue,12,2,0.00957529
240,Alameda,CO,Tue,12,3,0.011071429
241,Alameda,CO,Tue,12,4,0.0128
242,Alameda,CO,Tue,13,1,0.010714286
243,Alameda,CO,Tue,13,2,0.009323308
244,Alameda,CO,Tue,13,3,0.01112462
245,Alameda,CO,Tue,13,4,0.012685714
246,Alameda,CO,Tue,14,1,0.010827068
247,Alameda,CO,Tue,14,2,0.009398496
248,Alameda,CO,Tue,14,3,0.011370262
249,Alameda,CO,Tue,14,4,0.012829132
250,Alameda,CO,Tue,15,1,0.011203008
251,Alameda,CO,Tue,15,2,0.009398496
252,Alameda,CO,Tue,15,3,0.011720117
253,Alameda,CO,Tue,15,4,0.012941176
254,Alameda,CO,Tue,16,1,0.011804511
255,Alameda,CO,Tue,16,2,0.009323308
256,Alameda,CO,Tue,16,3,0.011603499
257,Alameda,CO,Tue,16,4,0.014005602
258,Alameda,CO,Tue,17,1,0.013308271
259,Alameda,CO,Tue,17,2,0.009172932
260,Alameda,CO,Tue,17,3,0.011661808
261,Alameda,CO,Tue,17,4,0.014565826
262,Alameda,CO,Tue,18,1,0.014511278
263,Alameda,CO,Tue,18,2,0.009172932
264,Alameda,CO,Tue,18,3,0.011836735
265,Alameda,CO,Tue,18,4,0.015182073
266,Alameda,CO,Tue,19,1,0.015037594
267,Alameda,CO,Tue,19,2,0.009323308
268,Alameda,CO,Tue,19,3,0.011720117
269,Alameda,CO,Tue,19,4,0.015630252
270,Alameda,CO,Tue,20,1,0.01481203
271,Alameda,CO,Tue,20,2,0.00962406
272,Alameda,CO,Tue,20,3,0.011720117
273,Alameda,CO,Tue,20,4,0.017535014
274,Alameda,CO,Tue,21,1,0.015338346
275,Alameda,CO,Tue,21,2,0.009097744
276,Alameda,CO,Tue,21,3,0.011137026
277,Alameda,CO,Tue,21,4,0.018543417
278,Alameda,CO,Tue,22,1,0.01518797
279,Alameda,CO,Tue,22,2,0.009473684
280,Alameda,CO,Tue,22,3,0.010670554
281,Alameda,CO,Tue,22,4,0.01719888
282,Alameda,CO,Tue,23,1,0.014360902
283,Alameda,CO,Tue,23,2,0.008571429
284,Alameda,CO,Tue,23,3,0.009970845
285,Alameda,CO,Tue,23,4,0.016694678
286,Alameda,CO,Wed,0,1,0.012781955
287,Alameda,CO,Wed,0,2,0.008120301
288,Alameda,CO,Wed,0,3,0.009446064
289,Alameda,CO,Wed,0,4,0.015854342
290,Alameda,CO,Wed,1,1,0.012330827
291,Alameda,CO,Wed,1,2,0.008120301
292,Alameda,CO,Wed,1,3,0.009037901
293,Alameda,CO,Wed,1,4,0.0148
294,Alameda,CO,Wed,2,1,0.011954887
295,Alameda,CO,Wed,2,2,0.008270677
296,Alameda,CO,Wed,2,3,0.008
297,Alameda,CO,Wed,2,4,0.013909774
298,Alameda,CO,Wed,3,3,0.014761905
299,Alameda,CO,Wed,3,4,0.016428571
300,Alameda,CO,Wed,4,1,0.011879699
301,Alameda,CO,Wed,4,2,0.009849624
302,Alameda,CO,Wed,4,3,0.011174603
303,Alameda,CO,Wed,4,4,0.014628571
304,Alameda,CO,Wed,5,1,0.01443609
305,Alameda,CO,Wed,5,2,0.011737452
306,Alameda,CO,Wed,5,3,0.012795031
307,Alameda,CO,Wed,5,4,0.017085714
308,Alameda,CO,Wed,6,1,0.018045113
309,Alameda,CO,Wed,6,2,0.012586873
310,Alameda,CO,Wed,6,3,0.013677812
311,Alameda,CO,Wed,6,4,0.019828571
312,Alameda,CO,Wed,7,1,0.019755102
313,Alameda,CO,Wed,7,2,0.011351351
314,Alameda,CO,Wed,7,3,0.013511905
315,Alameda,CO,Wed,7,4,0.022342857
316,Alameda,CO,Wed,8,1,0.017460317
317,Alameda,CO,Wed,8,2,0.010285714
318,Alameda,CO,Wed,8,3,0.012827988
319,Alameda,CO,Wed,8,4,0.018857143
320,Alameda,CO,Wed,9,1,0.014671815
321,Alameda,CO,Wed,9,2,0.009920635
322,Alameda,CO,Wed,9,3,0.012361516
323,Alameda,CO,Wed,9,4,0.015451895
324,Alameda,CO,Wed,10,1,0.012307692
325,Alameda,CO,Wed,10,2,0.009420849
326,Alameda,CO,Wed,10,3,0.011895044
327,Alameda,CO,Wed,10,4,0.013809524
328,Alameda,CO,Wed,11,1,0.011575092
329,Alameda,CO,Wed,11,2,0.008725869
330,Alameda,CO,Wed,11,3,0.011771429
331,Alameda,CO,Wed,11,4,0.012321429
332,Alameda,CO,Wed,12,1,0.011282051
333,Alameda,CO,Wed,12,2,0.008571429
334,Alameda,CO,Wed,12,3,0.011428571
335,Alameda,CO,Wed,12,4,0.011964286
336,Alameda,CO,Wed,13,1,0.011501832
337,Alameda,CO,Wed,13,2,0.008571429
338,Alameda,CO,Wed,13,3,0.011485714
339,Alameda,CO,Wed,13,4,0.01210084
340,Alameda,CO,Wed,14,1,0.011428571
341,Alameda,CO,Wed,14,2,0.008717949
342,Alameda,CO,Wed,14,3,0.011372549
343,Alameda,CO,Wed,14,4,0.01210084
344,Alameda,CO,Wed,15,1,0.011208791
345,Alameda,CO,Wed,15,2,0.008791209
346,Alameda,CO,Wed,15,3,0.011538462
347,Alameda,CO,Wed,15,4,0.012228571
348,Alameda,CO,Wed,16,1,0.012014652
349,Alameda,CO,Wed,16,2,0.008498168
350,Alameda,CO,Wed,16,3,0.011484594
351,Alameda,CO,Wed,16,4,0.013165266
352,Alameda,CO,Wed,17,1,0.012380952
353,Alameda,CO,Wed,17,2,0.008571429
354,Alameda,CO,Wed,17,3,0.011764706
355,Alameda,CO,Wed,17,4,0.013445378
356,Alameda,CO,Wed,18,1,0.014139194
357,Alameda,CO,Wed,18,2,0.008646617
358,Alameda,CO,Wed,18,3,0.011708683
359,Alameda,CO,Wed,18,4,0.014229692
360,Alameda,CO,Wed,19,1,0.015677656
361,Alameda,CO,Wed,19,2,0.009304029
362,Alameda,CO,Wed,19,3,0.011652661
363,Alameda,CO,Wed,19,4,0.015686275
364,Alameda,CO,Wed,20,1,0.016766917
365,Alameda,CO,Wed,20,2,0.009398496
366,Alameda,CO,Wed,20,3,0.011036415
367,Alameda,CO,Wed,20,4,0.0167507
368,Alameda,CO,Wed,21,1,0.016849817
369,Alameda,CO,Wed,21,2,0.008947368
370,Alameda,CO,Wed,21,3,0.010532213
371,Alameda,CO,Wed,21,4,0.017703081
372,Alameda,CO,Wed,22,1,0.016849817
373,Alameda,CO,Wed,22,2,0.008195489
374,Alameda,CO,Wed,22,3,0.010084034
375,Alameda,CO,Wed,22,4,0.016526611
376,Alameda,CO,Wed,23,1,0.016776557
377,Alameda,CO,Wed,23,2,0.007669173
378,Alameda,CO,Wed,23,3,0.009243697
379,Alameda,CO,Wed,23,4,0.016246499
380,Alameda,CO,Thu,0,1,0.014285714
381,Alameda,CO,Thu,0,2,0.007368421
382,Alameda,CO,Thu,0,3,0.008851541
383,Alameda,CO,Thu,0,4,0.01535014
384,Alameda,CO,Thu,1,1,0.013699634
385,Alameda,CO,Thu,1,2,0.007142857
386,Alameda,CO,Thu,1,3,0.008627451
387,Alameda,CO,Thu,1,4,0.014114286
388,Alameda,CO,Thu,2,1,0.013571429
389,Alameda,CO,Thu,2,2,0.007053571
390,Alameda,CO,Thu,2,3,0.008
391,Alameda,CO,Thu,2,4,0.013303571
392,Alameda,CO,Thu,3,1,0.008571429
393,Alameda,CO,Thu,3,3,0.013846154
394,Alameda,CO,Thu,3,4,0.014761905
395,Alameda,CO,Thu,4,1,0.013846154
396,Alameda,CO,Thu,4,2,0.008571429
397,Alameda,CO,Thu,4,3,0.011148459
398,Alameda,CO,Thu,4,4,0.014677871
399,Alameda,CO,Thu,5,1,0.015897436
400,Alameda,CO,Thu,5,2,0.010555556
401,Alameda,CO,Thu,5,3,0.011820728
402,Alameda,CO,Thu,5,4,0.01755102
403,Alameda,CO,Thu,6,1,0.01924812
404,Alameda,CO,Thu,6,2,0.010810811
405,Alameda,CO,Thu,6,3,0.011988796
406,Alameda,CO,Thu,6,4,0.020514286
407,Alameda,CO,Thu,7,1,0.020601504
408,Alameda,CO,Thu,7,2,0.010827068
409,Alameda,CO,Thu,7,3,0.011845238
410,Alameda,CO,Thu,7,4,0.024057143
411,Alameda,CO,Thu,8,1,0.02047619
412,Alameda,CO,Thu,8,2,0.00988417
413,Alameda,CO,Thu,8,3,0.011603499
414,Alameda,CO,Thu,8,4,0.020824176
415,Alameda,CO,Thu,9,1,0.015289575
416,Alameda,CO,Thu,9,2,0.009548872
417,Alameda,CO,Thu,9,3,0.011885714
418,Alameda,CO,Thu,9,4,0.017032967
419,Alameda,CO,Thu,10,1,0.013590734
420,Alameda,CO,Thu,10,2,0.009097744
421,Alameda,CO,Thu,10,3,0.011371429
422,Alameda,CO,Thu,10,4,0.01543956
423,Alameda,CO,Thu,11,1,0.012406015
424,Alameda,CO,Thu,11,2,0.008796992
425,Alameda,CO,Thu,11,3,0.011028571
426,Alameda,CO,Thu,11,4,0.014285714
427,Alameda,CO,Thu,12,1,0.012030075
428,Alameda,CO,Thu,12,2,0.008725869
429,Alameda,CO,Thu,12,3,0.011263736
430,Alameda,CO,Thu,12,4,0.013296703
431,Alameda,CO,Thu,13,1,0.011501832
432,Alameda,CO,Thu,13,2,0.008646617
433,Alameda,CO,Thu,13,3,0.011208791
434,Alameda,CO,Thu,13,4,0.013131868
435,Alameda,CO,Thu,14,1,0.011428571
436,Alameda,CO,Thu,14,2,0.008721805
437,Alameda,CO,Thu,14,3,0.011098901
438,Alameda,CO,Thu,14,4,0.013076923
439,Alameda,CO,Thu,15,1,0.011941392
440,Alameda,CO,Thu,15,2,0.00924812
441,Alameda,CO,Thu,15,3,0.011208791
442,Alameda,CO,Thu,15,4,0.013428571
443,Alameda,CO,Thu,16,1,0.011941392
444,Alameda,CO,Thu,16,2,0.009022556
445,Alameda,CO,Thu,16,3,0.011428571
446,Alameda,CO,Thu,16,4,0.014175824
447,Alameda,CO,Thu,17,1,0.013040293
448,Alameda,CO,Thu,17,2,0.008646617
449,Alameda,CO,Thu,17,3,0.011538462
450,Alameda,CO,Thu,17,4,0.017087912
451,Alameda,CO,Thu,18,1,0.013260073
452,Alameda,CO,Thu,18,2,0.008721805
453,Alameda,CO,Thu,18,3,0.011538462
454,Alameda,CO,Thu,18,4,0.019010989
455,Alameda,CO,Thu,19,1,0.014212454
456,Alameda,CO,Thu,19,2,0.009022556
457,Alameda,CO,Thu,19,3,0.011484594
458,Alameda,CO,Thu,19,4,0.019340659
459,Alameda,CO,Thu,20,1,0.014358974
460,Alameda,CO,Thu,20,2,0.008646617
461,Alameda,CO,Thu,20,3,0.011204482
462,Alameda,CO,Thu,20,4,0.018956044
463,Alameda,CO,Thu,21,1,0.013992674
464,Alameda,CO,Thu,21,2,0.008421053
465,Alameda,CO,Thu,21,3,0.010420168
466,Alameda,CO,Thu,21,4,0.019615385
467,Alameda,CO,Thu,22,1,0.015018315
468,Alameda,CO,Thu,22,2,0.008646617
469,Alameda,CO,Thu,22,3,0.009971989
470,Alameda,CO,Thu,22,4,0.020164835
471,Alameda,CO,Thu,23,1,0.013186813
472,Alameda,CO,Thu,23,2,0.007669173
473,Alameda,CO,Thu,23,3,0.00952381
474,Alameda,CO,Thu,23,4,0.019010989
475,Alameda,CO,Fri,0,1,0.012454212
476,Alameda,CO,Fri,0,2,0.007472527
477,Alameda,CO,Fri,0,3,0.009259259
478,Alameda,CO,Fri,0,4,0.018351648
479,Alameda,CO,Fri,1,1,0.011575092
480,Alameda,CO,Fri,1,2,0.007472527
481,Alameda,CO,Fri,1,3,0.009047619
482,Alameda,CO,Fri,1,4,0.017086835
483,Alameda,CO,Fri,2,1,0.011428571
484,Alameda,CO,Fri,2,2,0.007705628
485,Alameda,CO,Fri,2,3,0.007946429
486,Alameda,CO,Fri,2,4,0.015892857
487,Alameda,CO,Fri,3,3,0.013846154
488,Alameda,CO,Fri,3,4,0.017142857
489,Alameda,CO,Fri,4,1,0.011578947
490,Alameda,CO,Fri,4,2,0.008937729
491,Alameda,CO,Fri,4,3,0.011322751
492,Alameda,CO,Fri,4,4,0.016285714
493,Alameda,CO,Fri,5,1,0.013626374
494,Alameda,CO,Fri,5,2,0.01025641
495,Alameda,CO,Fri,5,3,0.012328042
496,Alameda,CO,Fri,5,4,0.017485714
497,Alameda,CO,Fri,6,1,0.016117216
498,Alameda,CO,Fri,6,2,0.010977444
499,Alameda,CO,Fri,6,3,0.012938005
500,Alameda,CO,Fri,6,4,0.018971429
501,Alameda,CO,Fri,7,1,0.018045113
502,Alameda,CO,Fri,7,2,0.010857143
503,Alameda,CO,Fri,7,3,0.012472527
504,Alameda,CO,Fri,7,4,0.020285714
505,Alameda,CO,Fri,8,1,0.017802198
506,Alameda,CO,Fri,8,2,0.01011583
507,Alameda,CO,Fri,8,3,0.012311688
508,Alameda,CO,Fri,8,4,0.019880952
509,Alameda,CO,Fri,9,1,0.014594595
510,Alameda,CO,Fri,9,2,0.009450549
511,Alameda,CO,Fri,9,3,0.012363636
512,Alameda,CO,Fri,9,4,0.017885714
513,Alameda,CO,Fri,10,1,0.012781955
514,Alameda,CO,Fri,10,2,0.009323308
515,Alameda,CO,Fri,10,3,0.012040816
516,Alameda,CO,Fri,10,4,0.014957983
517,Alameda,CO,Fri,11,1,0.011428571
518,Alameda,CO,Fri,11,2,0.009230769
519,Alameda,CO,Fri,11,3,0.011887755
520,Alameda,CO,Fri,11,4,0.014397759
521,Alameda,CO,Fri,12,1,0.010501931
522,Alameda,CO,Fri,12,2,0.009084249
523,Alameda,CO,Fri,12,3,0.011377551
524,Alameda,CO,Fri,12,4,0.013828571
525,Alameda,CO,Fri,13,1,0.010601504
526,Alameda,CO,Fri,13,2,0.008644689
527,Alameda,CO,Fri,13,3,0.011530612
528,Alameda,CO,Fri,13,4,0.013257143
529,Alameda,CO,Fri,14,1,0.010300752
530,Alameda,CO,Fri,14,2,0.008791209
531,Alameda,CO,Fri,14,3,0.011428571
532,Alameda,CO,Fri,14,4,0.013277311
533,Alameda,CO,Fri,15,1,0.01112782
534,Alameda,CO,Fri,15,2,0.009010989
535,Alameda,CO,Fri,15,3,0.011532468
536,Alameda,CO,Fri,15,4,0.013221289
537,Alameda,CO,Fri,16,1,0.010977444
538,Alameda,CO,Fri,16,2,0.009010989
539,Alameda,CO,Fri,16,3,0.011428571
540,Alameda,CO,Fri,16,4,0.01372549
541,Alameda,CO,Fri,17,1,0.011428571
542,Alameda,CO,Fri,17,2,0.008717949
543,Alameda,CO,Fri,17,3,0.011688312
544,Alameda,CO,Fri,17,4,0.014677871
545,Alameda,CO,Fri,18,1,0.011503759
546,Alameda,CO,Fri,18,2,0.008864469
547,Alameda,CO,Fri,18,3,0.011948052
548,Alameda,CO,Fri,18,4,0.0156
549,Alameda,CO,Fri,19,1,0.011954887
550,Alameda,CO,Fri,19,2,0.009230769
551,Alameda,CO,Fri,19,3,0.011948052
552,Alameda,CO,Fri,19,4,0.016342857
553,Alameda,CO,Fri,20,1,0.011578947
554,Alameda,CO,Fri,20,2,0.009450549
555,Alameda,CO,Fri,20,3,0.011785714
556,Alameda,CO,Fri,20,4,0.015771429
557,Alameda,CO,Fri,21,1,0.011954887
558,Alameda,CO,Fri,21,2,0.00967033
559,Alameda,CO,Fri,21,3,0.011688312
560,Alameda,CO,Fri,21,4,0.016114286
561,Alameda,CO,Fri,22,1,0.012781955
562,Alameda,CO,Fri,22,2,0.00952381
563,Alameda,CO,Fri,22,3,0.011376623
564,Alameda,CO,Fri,22,4,0.015314286
565,Alameda,CO,Fri,23,1,0.012857143
566,Alameda,CO,Fri,23,2,0.009157509
567,Alameda,CO,Fri,23,3,0.010493506
568,Alameda,CO,Fri,23,4,0.014971429
569,Alameda,CO,Sat,0,1,0.011729323
570,Alameda,CO,Sat,0,2,0.009304029
571,Alameda,CO,Sat,0,3,0.009467787
572,Alameda,CO,Sat,0,4,0.014920635
573,Alameda,CO,Sat,1,1,0.011654135
574,Alameda,CO,Sat,1,2,0.009010989
575,Alameda,CO,Sat,1,3,0.0092
576,Alameda,CO,Sat,1,4,0.014444444
577,Alameda,CO,Sat,2,1,0.01112782
578,Alameda,CO,Sat,2,2,0.009084249
579,Alameda,CO,Sat,2,3,0.007744361
580,Alameda,CO,Sat,2,4,0.013071429
581,Alameda,CO,Sat,3,3,0.012747253
