Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Belgium,-,^,^,^,^,^,-,^,^,^,1.5,2.3,2.7,2.8,2.6,2.8,2.9,3.5,5.5,6.3,7.8,8.9,9.5,9.8,9.3,9.7,9.7,9.8,9.5,9.2,9.4,9.8,10.7,10.4,11.1,10.9,10.5,10.7,10.7,10.7,10.8,10.6,10.9,10.3,10.7,10.8,10.9,9.1,9.6,7.6,5.9,9.8,66.3%,--5.8%,1.7%
Bulgaria,-,-,-,-,-,-,-,-,-,0.2,0.6,1.1,1.3,1.3,1.4,1.4,2.1,2.4,2.8,2.9,3.0,2.7,2.8,3.6,3.3,3.3,3.0,2.6,3.2,3.5,3.9,4.1,4.0,3.8,3.6,4.1,4.4,4.6,4.5,4.4,4.2,4.4,3.3,3.6,3.5,3.5,3.7,3.6,3.2,3.6,3.5,3.6,2.3%,--1.8%,0.6%
Czech Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1.4,2.4,2.7,2.8,2.8,2.7,2.8,2.9,2.9,2.8,2.9,2.8,3.0,3.0,3.1,3.3,4.2,5.9,6.0,5.6,5.9,5.9,6.0,6.2,6.3,6.4,6.9,7.0,6.9,6.1,5.5,--10.4%,0.8%,0.9%
Denmark,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Finland,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.7,1.5,1.6,3.3,3.8,4.0,4.2,4.3,4.3,4.4,4.4,4.3,4.3,4.4,4.3,4.5,4.4,4.3,4.4,4.8,5.0,5.3,5.1,5.2,5.1,5.2,5.2,5.3,5.2,5.4,5.3,5.4,5.2,5.3,5.3,5.4,5.4,5.3,5.3,--0.5%,♦,0.9%
France,0.2,0.4,0.7,0.8,1.1,1.3,2.1,3.3,3.3,3.3,4.1,3.6,4.1,6.9,9.0,13.9,23.8,24.6,32.6,43.3,50.7,57.5,60.1,62.3,68.8,71.0,75.0,76.6,83.3,81.5,85.4,89.9,89.5,87.7,89.2,93.9,95.3,98.8,99.8,101.4,102.2,101.9,99.5,99.4,92.7,96.9,100.0,96.3,95.9,98.8,99.0,91.2,--8.1%,--0.3%,15.4%
Germany,^,0.1,0.3,0.5,1.2,1.5,1.4,2.2,2.7,3.3,5.5,6.7,9.3,9.9,11.8,12.6,14.8,16.8,17.7,23.6,31.4,29.5,32.1,35.5,36.6,34.5,33.4,35.9,34.7,34.2,34.9,36.6,38.5,36.6,38.5,38.4,38.8,37.3,37.3,37.8,36.9,37.9,31.8,33.7,30.5,31.8,24.4,22.5,22.0,22.0,20.8,19.1,--8.0%,--5.6%,3.2%
Greece,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Hungary,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.6,0.9,1.5,1.7,2.5,3.0,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.5,2.7,3.1,3.0,3.3,3.4,3.5,3.6,3.5,3.6,3.5,3.5,3.6,3.6,1.1%,1.4%,0.6%
Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Italy,0.8,0.9,0.7,0.6,0.4,0.7,0.8,0.9,0.7,0.7,0.8,0.9,0.8,1.0,1.1,1.1,1.2,2.1,1.9,1.5,1.6,2.0,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,^,-,0.1,0.1,0.1,0.1,^,^,0.1,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1,2.2,2.1,2.9,3.8,3.9,3.8,3.3,2.8,1.7,2.7,3.2,2.7,3.1,2.2,1.9,2.6,3.2,3.5,3.4,2.3,2.0,2.2,2.2,2.5,-,-,-,-,-,-,-,♦,♦,♦
Netherlands,-,-,-,^,0.1,0.1,0.1,0.1,0.3,0.7,0.7,0.8,0.8,0.8,0.7,0.9,0.8,0.8,0.8,0.8,0.9,1.0,0.8,0.8,0.9,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,1.0,0.9,1.0,0.9,0.9,0.9,0.7,0.9,0.9,0.9,0.7%,0.2%,0.2%
Norway,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Poland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Portugal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Romania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.3,1.3,1.3,1.7,2.5,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.6,--3.3%,7.7%,0.4%
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.5,23.8,28.2,30.5,30.9,26.8,27.2,27.1,27.0,22.1,22.5,24.7,24.5,23.6,27.1,29.5,31.0,32.1,33.6,32.7,33.4,35.4,36.2,36.9,37.0,38.5,39.2,40.2,39.1,40.9,44.2,44.5,0.3%,2.8%,7.5%
Slovakia,-,-,-,-,-,-,-,^,0.1,0.1,^,0.1,^,^,0.5,1.0,1.2,1.3,1.4,1.6,2.1,2.7,2.6,2.6,2.8,2.7,2.6,2.5,2.6,2.8,2.6,2.5,2.5,2.6,3.0,3.7,3.9,4.1,4.0,3.9,4.0,4.1,3.5,3.8,3.2,3.3,3.5,3.5,3.6,3.5,3.4,3.3,--2.7%,--1.6%,0.6%
Spain,-,-,-,^,0.2,0.2,0.6,1.1,1.5,1.6,1.7,1.7,1.5,1.7,1.5,1.2,2.2,2.0,2.4,5.2,6.3,8.5,9.3,11.4,12.7,12.3,12.6,12.6,12.7,12.5,12.5,12.7,12.5,13.4,13.3,14.1,14.4,14.3,14.0,14.4,13.0,13.6,12.5,13.3,11.9,14.0,13.1,13.9,12.8,13.0,13.0,13.3,2.2%,♦,2.2%
Sweden,^,^,^,^,^,^,^,0.3,0.5,0.5,2.7,3.6,4.5,5.4,4.8,6.0,8.5,8.8,9.3,11.5,13.3,15.8,15.2,15.7,14.8,15.4,17.4,14.4,13.9,16.6,15.8,16.8,15.8,16.6,16.6,13.0,16.3,15.4,15.3,17.6,16.4,15.2,15.2,14.5,11.8,13.1,13.7,14.5,15.0,14.7,12.8,14.2,11.1%,--2.5%,2.4%
Switzerland,-,-,-,-,0.1,0.6,0.6,0.8,1.4,1.4,1.7,1.8,1.8,1.8,2.1,3.1,3.3,3.2,3.3,3.9,5.1,5.1,5.2,5.2,5.2,5.3,5.2,5.3,5.3,5.5,5.6,5.7,5.8,5.8,5.6,6.0,6.0,6.1,6.2,6.1,5.2,6.3,6.3,6.2,6.2,6.0,6.1,5.8,5.9,6.3,5.3,4.8,--8.7%,♦,0.8%
Turkey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.1,9.7,11.4,16.3,15.1,17.2,17.0,16.7,17.0,15.6,16.0,18.0,18.0,17.0,16.3,17.5,17.2,17.7,18.4,19.7,20.1,20.4,20.9,20.3,18.8,20.2,20.4,20.4,18.8,20.0,19.8,18.3,--7.9%,--0.1%,3.1%
United Kingdom,3.4,4.6,5.3,5.9,6.6,5.9,6.2,6.6,6.3,7.6,6.9,8.2,9.1,8.4,8.7,8.4,8.6,10.0,11.3,12.2,13.8,13.4,12.5,14.4,16.2,14.9,16.0,17.4,20.2,20.0,20.1,21.4,22.2,22.5,21.5,19.2,20.4,19.9,20.1,18.1,18.5,17.1,14.3,11.9,15.6,14.1,15.6,15.9,16.0,14.4,15.9,16.2,1.7%,--1.5%,2.7%
USSR,0.4,0.5,0.5,0.7,0.8,1.0,1.2,2.2,3.2,4.9,6.5,8.6,11.5,11.9,13.5,16.7,19.7,22.7,25.2,32.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other Europe & Eurasia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.6,0.9,1.0,2.1,1.5,2.0,2.0,1.3,1.0,1.1,0.9,0.9,1.0,1.1,1.6,1.5,1.5,1.5,1.5,1.6,1.8,1.6,1.7,1.9,1.9,1.9,2.0,1.9,1.8,2.0,1.8,1.7,2.0,1.9,1.8,--4.3%,--0.2%,0.3%
Total Europe & Eurasia,4.9,6.4,7.5,8.5,10.5,11.3,13.1,17.5,20.0,24.3,32.6,39.4,48.1,52.7,59.2,70.6,92.4,102.7,119.5,151.5,181.1,191.7,203.2,223.1,231.9,229.1,235.0,236.4,244.5,237.7,243.7,258.8,260.9,257.8,263.1,267.3,276.3,280.5,284.7,287.9,285.2,286.7,275.7,276.2,264.9,272.7,271.4,266.6,262.9,266.1,263.9,258.2,--2.4%,--0.8%,43.6%
Iran,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.3,0.9,1.0,0.8,1.4,75.3%,♦,0.2%
Israel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Kuwait,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Qatar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Saudi Arabia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Total Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.3,0.9,1.0,0.8,1.4,75.3%,♦,0.2%
Algeria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Egypt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
South Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,1.3,2.1,1.5,2.5,2.6,2.0,2.2,2.2,1.7,2.3,2.7,2.8,3.0,3.2,3.1,3.1,2.6,2.9,2.9,3.0,2.6,2.7,2.6,2.9,2.9,2.7,3.1,2.7,3.2,3.1,2.8,3.6,29.7%,0.8%,0.6%
Other Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Total Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,1.3,2.1,1.5,2.5,2.6,2.0,2.2,2.2,1.7,2.3,2.7,2.8,3.0,3.2,3.1,3.1,2.6,2.9,2.9,3.0,2.6,2.7,2.6,2.9,2.9,2.7,3.1,2.7,3.2,3.1,2.8,3.6,29.7%,0.8%,0.6%
Australia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Bangladesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,3.3,2.9,3.2,3.3,3.2,3.4,3.8,4.0,5.7,9.8,11.4,12.0,12.4,14.1,15.5,15.9,16.7,19.5,22.0,25.3,30.0,38.6,48.2,24.5%,12.4%,8.1%
China Hong Kong SAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
India,-,-,-,-,0.2,0.3,0.2,0.2,0.4,0.4,0.5,0.6,0.4,0.5,0.5,0.6,0.6,0.5,0.7,0.9,1.0,1.1,1.2,1.4,0.9,1.4,1.2,1.4,1.4,1.1,1.7,1.9,2.3,2.6,2.9,3.6,4.3,4.4,4.1,3.8,4.0,4.0,4.0,3.4,3.8,5.2,7.3,7.5,7.5,7.8,8.7,8.6,--1.3%,8.0%,1.4%
Indonesia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Japan,^,0.1,0.2,0.2,0.2,0.7,1.6,2.0,2.1,4.2,4.9,8.3,6.4,11.8,14.0,18.7,19.4,23.9,24.6,28.7,34.4,37.7,42.9,39.6,42.2,44.3,47.4,49.3,56.3,58.7,65.1,67.3,72.8,74.0,71.9,72.3,72.7,71.3,52.1,64.7,66.3,69.0,63.1,57.0,65.0,66.2,36.9,4.1,3.3,-,1.0,4.0,289.7%,--34.1%,0.7%
Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
New Zealand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Pakistan,-,-,-,-,-,-,^,^,0.1,0.1,0.1,0.1,0.1,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,0.2,0.5,0.4,0.4,0.5,0.6,0.6,0.6,0.4,0.6,0.5,0.9,1.2,1.2,1.1,1.1,1.3,15.1%,6.2%,0.2%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
South Korea,-,-,-,-,-,-,-,-,-,-,-,-,^,0.5,0.7,0.8,0.7,0.9,2.0,2.7,3.8,6.4,8.9,9.1,10.7,12.0,12.7,12.8,13.2,13.3,15.2,16.7,17.4,20.3,23.3,24.7,25.4,27.0,29.3,29.6,33.2,33.7,32.3,34.2,33.4,33.6,35.0,34.0,31.4,35.4,37.3,36.7,--1.8%,1.2%,6.2%
Taiwan,-,-,-,-,-,-,-,-,-,-,-,-,^,0.6,1.4,1.9,2.4,3.0,4.3,5.6,6.5,6.1,7.5,6.9,6.4,7.4,8.0,7.7,7.8,7.9,8.0,8.6,8.2,8.3,8.7,8.7,8.0,8.9,8.8,8.9,9.0,9.0,9.2,9.2,9.4,9.4,9.5,9.1,9.4,9.6,8.3,7.2,--13.4%,--0.9%,1.2%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other Asia Pacific,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Total Asia Pacific,^,0.1,0.2,0.2,0.4,1.0,1.8,2.2,2.7,4.7,5.5,9.0,6.9,13.5,16.7,21.9,23.0,28.2,31.7,37.9,45.8,51.4,60.5,57.0,60.3,65.2,69.4,71.4,79.0,84.5,93.0,97.8,104.1,108.5,110.2,113.3,114.8,117.7,104.6,119.0,125.2,128.7,123.3,119.7,128.2,131.7,109.1,78.0,78.1,83.9,95.0,105.9,11.3%,--2.7%,17.9%
Total World,5.8,7.8,9.6,11.9,14.4,17.7,24.9,34.1,45.9,59.6,82.4,98.1,121.2,140.1,144.7,161.0,189.2,207.4,232.9,281.6,335.3,361.3,392.8,428.4,440.5,453.0,474.6,478.3,494.7,504.1,525.9,545.0,541.2,550.7,571.1,584.3,600.8,610.4,598.1,624.5,626.1,635.0,621.5,619.5,613.6,625.9,600.1,559.2,563.9,575.0,582.7,592.1,1.3%,--0.7%,100.0%
OECD,5.4,7.4,9.1,11.2,13.4,16.4,23.4,31.6,42.1,53.8,74.2,87.1,107.4,125.1,127.3,139.9,163.7,177.8,198.2,236.3,282.6,310.5,334.4,360.7,374.6,388.6,410.0,415.1,431.5,444.4,463.2,475.4,470.9,481.7,499.6,507.4,519.7,524.4,505.7,530.3,532.2,537.3,521.6,517.0,511.4,521.0,488.3,444.0,447.1,449.9,446.7,446.8,--0.2%,--1.7%,75.5%
Non-OECD,0.4,0.5,0.5,0.7,1.0,1.3,1.5,2.5,3.8,5.8,8.2,11.0,13.8,15.0,17.5,21.1,25.5,29.6,34.7,45.3,52.7,50.7,58.4,67.7,65.9,64.3,64.7,63.2,63.3,59.7,62.7,69.6,70.3,68.9,71.5,76.9,81.0,86.0,92.4,94.1,93.9,97.6,99.9,102.5,102.3,104.9,111.8,115.3,116.8,125.1,136.0,145.2,6.5%,3.8%,24.5%
