Million tonnes oil equivalent,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2016,2005-15,2016
Trinidad & Tobago,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,-,-,-,-,-,-,-,♦,--100.0%,♦
Venezuela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other S. & Cent. America,-,-,-,-,-,-,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.9,0.9,1.0,1.0,1.0,1.1,1.1,1.1,1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.5,2.7,2.8,1.5%,9.6%,2.2%
Total S. & Cent. America,-,-,-,-,-,0.1,0.5,0.5,0.5,0.5,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.9,1.9,2.3,2.2,2.4,2.5,2.9,3.1,2.9,3.3,3.3,3.8,4.2,4.6,4.8,5.0,5.5,6.6,7.3,8.5,10.3,11.2,12.2,13.9,15.6,16.1,16.8,4.1%,12.3%,13.3%
Austria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.5,0.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9%,6.3%,0.8%
Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,--4.3%,♦,♦
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,♦,♦,♦
Belgium,-,-,-,-,-,-,-,-,^,^,^,^,0.1,0.1,0.1,0.1,0.1,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.6,0.8,0.9,1.0,1.1,1.2,1.1,1.0,1.2,1.2,--3.7%,13.2%,0.9%
Bulgaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,-,-,-,-,-,-,-,^,^,^,^,^,^,^,0.1,0.1,36.9%,♦,0.1%
Czech Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.6,0.8,0.9,1.1,1.1,1.1,--1.1%,22.1%,0.8%
Denmark,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.7,0.7,0.7,0.7,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2%,2.9%,0.8%
Finland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.1,1.1,1.3,1.4,1.4,1.5,1.7,1.9,2.0,1.9,1.9,2.0,2.1,2.3,2.1,2.4,2.2,2.3,2.0,2.5,2.5,2.5,2.7,2.6,2.6,2.7,3.9%,1.8%,2.1%
France,-,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1.0,1.0,1.0,1.1,1.2,1.2,1.2,1.3,1.5,1.6,9.9%,5.2%,1.3%
Germany,-,-,-,-,-,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.7,0.8,1.1,1.2,1.4,2.0,2.4,3.2,4.2,5.5,6.3,6.9,7.7,8.4,9.8,10.3,11.0,11.4,11.7,2.3%,13.4%,9.2%
Greece,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,-,-,-,^,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,1.3%,6.6%,♦
Hungary,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,0.2,0.4,0.3,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,18.6%,3.1%,0.5%
Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2%,13.8%,0.1%
Italy,0.6,0.8,0.8,0.8,0.9,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.8,0.9,0.9,0.7,0.8,0.8,0.9,1.0,0.9,0.9,1.1,1.1,1.2,1.4,1.5,1.6,1.8,2.2,2.5,2.6,2.8,2.8,3.0,2.9,3.4,3.7,4.1,5.1,5.6,5.8,5.8,0.5%,8.3%,4.6%
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,289.7%,♦,♦
Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,--3.1%,51.5%,0.1%
Netherlands,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.1,^,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.7,0.6,0.8,1.2,1.2,0.9,1.2,1.4,1.6,1.6,1.6,1.3,1.1,1.1,1.0,--13.7%,--0.7%,0.8%
Norway,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,^,♦,--5.1%,♦
Poland,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,0.1,^,0.1,0.1,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.6,0.8,1.2,1.4,1.7,2.3,2.0,2.3,2.2,1.8,--21.5%,20.7%,1.4%
Portugal,^,^,^,0.1,0.1,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,--4.9%,6.7%,0.6%
Romania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,-,^,^,-,-,-,^,^,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,--14.4%,56.4%,0.1%
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,♦,0.8%,0.1%
Slovakia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.8%,48.4%,0.3%
Spain,-,-,-,-,-,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.4,0.6,0.8,0.8,0.8,0.9,0.8,0.7,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.4,5.7%,5.4%,1.1%
Sweden,-,-,-,-,-,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.9,0.9,0.9,1.0,1.6,1.7,1.9,2.2,2.3,2.6,2.8,2.6,2.8,2.6,2.4,2.4,2.6,8.5%,3.7%,2.1%
Switzerland,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.1,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,15.2%,4.8%,0.4%
Turkey,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,-,-,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,^,^,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.6,0.9,1.2,1.3,8.5%,37.4%,1.0%
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,^,^,^,^,^,^,^,^,♦,♦,♦
United Kingdom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.9,1.0,1.1,1.4,1.7,2.1,2.1,2.1,2.2,2.4,2.7,2.9,3.3,4.1,5.1,6.7,6.7,0.4%,12.4%,5.3%
USSR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other Europe & Eurasia,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.7,0.9,1.0,1.2,1.3,1.4,1.6,1.6,1.7,1.7,1.8,9.4%,14.4%,1.4%
Total Europe & Eurasia,0.7,0.9,1.0,1.1,1.2,1.6,1.7,1.6,1.8,1.8,2.0,1.9,2.0,2.1,2.2,2.5,2.5,2.3,2.3,2.4,2.5,3.0,3.0,3.2,3.1,4.3,4.5,4.8,5.3,5.5,6.1,6.4,7.3,8.2,9.1,9.9,10.4,11.7,13.5,16.0,18.4,21.0,23.2,25.4,27.4,31.1,33.2,36.8,39.1,41.8,44.8,45.5,1.4%,9.3%,35.8%
Iran,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,♦,♦,♦
Israel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,♦,♦,♦
Kuwait,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Qatar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Saudi Arabia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Other Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,6.4%,1.8%,♦
Total Middle East,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,0.3%,37.8%,♦
Algeria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
Egypt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
South Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,0.1,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,♦,1.3%,0.1%
Other Africa,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.7,0.7,0.7,1.0,1.4,1.4,--0.7%,11.5%,1.1%
Total Africa,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.4,0.5,0.5,0.7,0.5,0.6,0.6,0.7,0.7,0.7,0.8,1.1,1.4,1.4,--0.7%,10.7%,1.1%
Australia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.6,0.9,0.9,1.0,0.8,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.8,♦,--1.5%,0.6%
Bangladesh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,♦,♦,♦
China,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,0.1,0.7,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.2,1.6,2.2,3.4,4.7,5.6,6.3,6.9,8.4,10.1,13.6,16.6,21.4%,27.5%,13.1%
China Hong Kong SAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,♦,♦,♦
India,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.9,1.1,1.4,1.8,2.2,2.7,3.2,3.3,3.3,3.4,3.8,3.6,--5.3%,15.4%,2.9%
Indonesia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.2,0.2,0.2,0.4,0.5,0.5,0.6,0.9,0.9,1.1,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.9,2.1,2.1,2.2,2.2,2.2,2.3,2.4,2.5,6.3%,4.7%,2.0%
Japan,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,2.2,2.5,2.7,2.9,3.1,3.3,3.6,3.9,2.6,2.6,2.7,2.6,3.0,3.2,3.5,3.7,3.7,3.7,3.6,3.6,3.8,4.0,4.1,4.9,4.9,5.0,4.8,4.6,4.9,4.8,5.0,5.2,5.3,5.3,6.0,12.2%,0.9%,4.7%
Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,22.3%,♦,0.2%
New Zealand,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.9,0.9,1.1,1.2,1.5,1.5,1.5,1.6,1.8,1.9,1.9,♦,9.0%,1.5%
Pakistan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.1,0.1,♦,♦,0.1%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,^,^,0.1,0.5,0.9,0.9,1.1,1.2,1.3,1.3,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.7,2.0,2.4,2.6,2.3,2.3,2.2,2.3,2.2,2.4,2.3,2.4,2.3,2.3,2.3,2.4,2.2,2.4,2.6,2.6,2.3%,1.4%,2.1%
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,11.4%,5.6%,0.2%
South Korea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.7,1.3,1.5,1.7,2.5,2.7,2.7,--0.1%,46.7%,2.1%
Taiwan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,--4.2%,1.4%,0.4%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.5,0.5,0.8,0.9,1.0,1.3,1.7,1.8,2.2,21.8%,15.6%,1.7%
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,^,♦,1.7%,♦
Other Asia Pacific,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.7%,12.9%,0.1%
Total Asia Pacific,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.7,0.8,1.2,1.6,3.6,4.1,4.5,4.7,4.9,5.0,5.4,5.9,5.0,5.1,5.2,5.1,5.9,7.0,7.1,7.9,8.6,9.3,9.7,9.9,10.3,10.8,11.6,13.5,14.4,15.8,17.5,19.5,22.1,24.0,25.6,27.8,31.4,36.0,40.2,11.2%,10.3%,31.6%
