Other S. & Cent. America,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.0,1.2,1.6,1.6,2.1,2.2,2.7,2.7,3.0,3.6,4.1,4.3,4.5,4.8,5.3,5.8,6.3,6.6,6.6,6.7,1.1%,8.1%,0.2%
Total S. & Cent. America,12.8,13.7,14.7,15.5,16.0,16.3,16.3,17.5,19.6,20.1,20.7,23.6,25.4,26.2,28.7,30.8,31.7,34.6,36.4,39.3,40.1,44.3,44.7,48.6,50.8,52.1,53.9,54.6,57.2,60.5,66.4,72.5,76.5,81.1,81.1,86.6,91.1,92.3,96.2,106.6,111.1,121.9,128.4,129.1,123.0,135.2,135.4,143.6,148.7,152.0,158.3,154.7,--2.5%,3.6%,4.8%
Austria,1.6,1.8,1.7,1.8,2.2,2.6,3.0,3.3,3.6,3.9,3.9,4.4,4.5,4.7,4.7,4.5,4.3,4.1,4.2,4.7,5.0,4.9,5.1,4.9,5.3,5.8,6.1,6.0,6.3,6.5,7.1,7.6,7.3,7.5,7.6,7.3,7.7,7.6,8.4,8.4,8.9,8.4,7.9,8.5,8.2,9.0,8.4,8.1,7.7,7.1,7.5,7.9,4.4%,--1.7%,0.2%
Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.9,13.2,13.0,12.9,13.5,13.8,13.2,10.3,7.6,7.1,7.0,5.1,4.9,4.6,4.9,4.7,6.8,6.8,7.0,7.5,7.7,8.2,7.2,8.2,7.0,6.7,7.3,7.7,7.7,8.5,9.6,9.4,--2.2%,2.2%,0.3%
Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.1,8.2,9.3,10.8,11.3,12.1,12.6,14.7,13.6,11.9,10.8,11.3,13.0,13.1,13.4,14.2,14.1,14.5,14.3,16.1,16.5,16.9,16.9,17.4,14.5,17.8,16.5,16.7,16.7,16.5,14.0,15.3,9.0%,--1.6%,0.5%
Belgium,0.1,0.1,0.4,1.1,2.2,3.4,4.7,5.9,7.1,8.4,8.3,8.7,8.6,8.5,9.3,8.9,8.2,6.9,7.1,7.3,7.4,6.6,7.3,7.2,8.0,8.2,8.7,9.0,9.4,9.7,10.6,11.8,11.3,12.5,13.3,13.4,13.2,13.4,14.4,14.6,14.7,15.0,14.9,14.8,15.1,17.0,14.2,14.4,14.2,12.4,13.6,13.9,1.8%,--0.8%,0.4%
Bulgaria,0.1,0.1,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.4,1.0,1.7,2.2,2.3,2.5,3.2,3.5,3.8,4.0,4.2,4.6,4.6,5.1,5.0,5.1,5.4,4.6,4.1,3.8,3.8,4.6,4.7,3.7,3.1,2.7,2.9,2.5,2.2,2.3,2.3,2.8,2.9,2.9,2.9,2.1,2.3,2.6,2.5,2.4,2.4,2.6,2.7,3.9%,--0.8%,0.1%
Czech Republic,0.4,0.4,0.5,0.6,0.6,0.7,0.9,0.9,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.6,2.6,2.8,3.2,3.4,4.2,4.5,4.9,4.9,5.1,5.2,5.1,5.8,5.9,5.8,6.5,7.5,7.6,7.7,7.7,7.5,8.0,7.8,7.8,7.4,7.7,7.6,7.1,7.1,6.7,7.6,6.9,6.9,6.9,6.2,6.5,7.0,7.9%,--1.7%,0.2%
Denmark,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,0.1,0.6,1.0,1.3,1.6,1.7,1.8,2.1,2.2,2.5,2.8,3.2,3.8,3.9,4.3,4.5,4.4,4.6,4.6,4.7,4.7,4.5,4.6,4.1,4.1,3.9,4.5,3.7,3.5,3.3,2.8,2.8,2.9,1.4%,--4.4%,0.1%
Finland,-,-,-,-,-,-,-,-,-,0.4,0.6,0.7,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.6,0.8,1.0,1.3,1.4,1.8,2.2,2.3,2.4,2.5,2.7,2.8,2.9,2.9,3.3,3.3,3.4,3.7,3.7,4.0,3.9,3.6,3.8,3.5,3.6,3.2,3.6,3.1,2.7,2.6,2.3,2.0,1.8,--9.2%,--5.8%,0.1%
France,4.3,4.5,5.2,6.2,7.2,8.2,9.7,11.5,13.5,14.1,15.7,16.9,17.6,18.8,21.2,21.6,21.9,21.1,22.4,23.4,24.3,24.3,25.1,23.8,24.5,25.3,28.2,28.1,29.0,27.8,29.7,32.5,31.3,33.4,34.5,35.8,37.6,37.5,39.0,40.2,41.1,39.6,38.5,39.9,38.4,42.6,37.0,38.2,38.8,32.6,35.1,38.3,9.0%,--1.6%,1.2%
Germany,2.7,3.2,4.1,6.8,9.7,13.7,18.1,23.5,30.3,37.9,40.0,42.3,45.0,48.2,53.3,52.5,50.2,46.6,48.4,50.6,50.0,49.9,54.1,53.2,54.5,54.8,57.5,56.9,60.2,61.3,66.8,74.8,71.5,72.1,71.9,71.3,75.2,75.1,76.0,76.4,77.6,79.1,76.2,77.0,72.6,75.7,69.5,69.7,73.1,63.5,66.2,72.4,9.2%,--1.6%,2.3%
Greece,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,^,^,0.2,0.8,1.3,1.8,1.8,1.9,2.2,2.4,2.4,2.8,3.3,3.5,2.9,3.2,4.0,3.6,3.2,2.4,2.5,2.6,0.6%,0.5%,0.1%
Hungary,1.2,1.4,1.9,2.3,2.8,3.1,3.3,3.5,4.2,4.4,4.9,5.9,6.4,7.0,7.4,8.0,8.2,8.5,8.5,8.6,8.8,9.4,9.3,9.2,9.4,8.9,8.8,7.8,8.4,8.4,9.2,10.2,9.7,9.8,9.9,9.7,10.7,10.8,11.9,11.7,12.1,11.5,10.7,10.6,9.2,9.8,9.4,8.4,7.8,7.0,7.5,8.0,7.0%,--4.7%,0.3%
Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.8,1.1,1.7,1.8,1.9,2.0,1.4,1.4,1.7,1.9,1.9,1.9,1.9,2.2,2.2,2.3,2.7,2.8,2.8,3.0,3.4,3.6,3.7,3.7,3.7,3.5,3.9,4.3,4.5,4.3,4.7,4.1,4.0,3.8,3.7,3.8,4.3,14.0%,0.8%,0.1%
Italy,6.3,6.9,7.6,8.9,9.8,10.5,10.9,12.5,14.0,15.7,18.1,22.0,22.4,22.1,22.7,22.5,21.9,21.8,22.4,26.4,26.8,28.4,31.5,34.1,36.9,39.1,41.5,41.1,41.9,40.5,44.7,46.1,47.8,51.5,56.0,58.4,58.5,58.1,64.1,66.5,71.2,69.7,69.5,69.5,63.9,68.1,63.8,61.4,57.4,50.7,55.3,58.1,4.7%,--2.5%,1.8%
Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.5,9.1,9.5,9.9,10.3,10.9,11.5,11.8,11.3,9.0,9.4,7.9,6.2,6.4,6.9,4.4,3.8,4.0,4.8,5.3,6.3,6.6,8.1,8.0,7.5,8.0,9.0,9.7,10.1,11.3,11.6,12.0,3.8%,6.3%,0.4%
Lithuania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,3.5,3.7,3.8,4.1,4.7,4.8,2.8,1.5,1.7,2.0,2.2,2.0,1.8,1.8,2.1,2.1,2.2,2.4,2.3,2.5,2.5,2.9,2.6,2.2,2.5,2.7,2.7,2.2,2.1,2.1,1.8,--11.1%,--1.8%,0.1%
Netherlands,1.3,2.5,4.3,7.3,10.8,15.2,19.8,25.8,28.7,30.5,31.8,33.1,33.2,33.2,33.1,30.3,28.8,27.5,29.4,31.3,32.9,32.9,33.9,30.7,31.4,31.6,35.3,34.4,35.4,34.2,35.1,38.9,36.4,36.0,35.2,35.3,36.0,35.6,35.9,36.7,35.6,34.2,33.2,34.6,35.0,39.2,34.3,32.4,32.8,28.6,28.3,30.2,6.4%,--2.3%,0.9%
Norway,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.6,0.7,0.7,0.9,0.9,1.1,1.0,1.1,1.2,1.3,1.6,1.8,1.9,2.2,2.3,2.4,2.6,2.7,2.9,3.3,3.4,3.2,3.6,3.4,3.6,3.9,4.1,4.0,4.0,3.8,3.9,3.7,3.7,4.0,3.9,4.0,4.2,4.4,4.4,0.4%,0.8%,0.1%
Poland,1.5,1.8,2.1,2.9,4.1,5.2,5.7,6.0,6.3,6.4,6.9,7.3,7.8,8.2,8.6,8.8,8.3,8.3,8.5,8.8,8.9,9.5,9.8,9.7,9.5,8.9,8.3,7.8,8.2,8.2,9.0,9.4,9.4,9.5,9.3,10.0,10.4,10.1,11.3,11.9,12.2,12.4,12.4,13.5,13.0,14.0,14.1,15.0,15.0,14.6,14.7,15.6,5.7%,1.9%,0.5%
Portugal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.7,1.9,2.1,2.3,2.8,2.7,3.4,3.8,3.7,3.9,4.3,4.2,4.6,4.7,4.0,3.8,3.7,4.3,4.6,8.1%,1.2%,0.1%
Romania,13.7,14.8,16.3,17.3,20.1,20.8,22.3,22.6,23.9,24.7,26.8,29.5,31.3,32.4,31.2,32.4,34.0,34.6,34.5,34.3,31.9,32.5,31.9,32.0,31.9,28.8,23.8,21.2,20.4,18.6,19.2,19.4,15.9,15.0,13.7,13.7,13.2,13.6,14.7,13.9,13.9,14.4,12.7,12.6,10.5,10.8,11.0,11.2,10.2,9.5,9.0,9.5,6.2%,--4.3%,0.3%
Russian Federation,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,315.4,319.0,337.4,356.1,361.4,366.8,376.4,364.3,363.3,341.3,329.9,331.7,305.9,318.5,317.5,324.3,329.6,333.6,341.5,350.4,354.6,373.5,379.8,374.4,350.7,372.7,382.1,374.6,372.1,368.7,362.5,351.8,--3.2%,0.2%,11.0%
Slovakia,0.3,0.3,0.4,0.8,0.8,1.0,1.3,1.4,1.6,1.9,2.2,2.4,2.7,3.1,3.2,2.3,2.4,2.5,2.6,2.9,3.0,3.2,3.4,3.4,3.8,5.1,4.5,5.0,4.9,4.7,5.2,5.5,5.6,5.7,5.7,5.8,6.2,5.9,5.7,5.5,5.9,5.4,5.1,5.2,4.4,5.0,4.6,4.4,4.8,3.8,3.9,4.0,1.6%,--4.1%,0.1%
Spain,-,-,-,-,0.1,0.1,0.4,1.0,1.0,1.3,1.3,1.5,1.4,1.5,1.4,1.8,2.1,2.3,2.5,2.0,2.1,2.5,2.7,3.5,4.5,5.0,5.6,5.9,5.7,6.3,7.7,8.6,11.3,11.6,13.3,15.2,16.4,18.7,21.3,25.2,29.8,31.2,31.8,34.9,31.2,31.1,28.9,28.6,26.1,23.7,24.6,25.2,2.0%,--1.9%,0.8%
Sweden,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.2,0.3,0.4,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.9,0.8,1.0,1.3,1.1,0.9,0.9,0.8,0.8,0.8,10.0%,--0.9%,♦
Switzerland,-,-,-,-,^,^,0.1,0.1,0.1,0.3,0.5,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.8,1.8,2.0,2.1,2.1,2.1,2.2,2.2,2.3,2.2,2.4,2.4,2.5,2.4,2.4,2.5,2.4,2.7,2.4,2.6,2.8,2.4,2.6,2.7,4.8%,0.2%,0.1%
Turkey,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,0.4,0.5,1.1,2.8,3.0,3.7,4.1,4.5,4.7,6.1,7.1,8.7,9.2,11.1,13.1,14.4,15.6,18.8,19.9,24.2,27.4,32.5,33.8,32.1,35.1,36.8,37.3,37.8,40.1,39.2,37.9,--3.7%,5.0%,1.2%
Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.5,12.2,12.1,12.3,12.7,8.6,8.4,8.1,8.1,8.9,7.0,8.7,8.8,9.0,9.9,11.0,11.2,11.6,12.8,13.5,14.5,16.5,19.1,19.3,17.7,20.4,21.2,23.7,20.6,23.0,26.5,26.6,♦,6.2%,0.8%
Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,78.4,82.8,84.5,89.6,90.6,111.6,106.0,90.4,81.1,71.0,66.5,72.0,64.8,60.0,63.8,63.9,61.9,60.9,62.1,61.7,62.1,60.3,56.9,54.0,42.1,47.0,48.3,44.6,38.9,33.1,25.9,26.1,0.3%,--8.4%,0.8%
United Kingdom,0.7,0.7,1.2,2.7,5.3,10.2,16.4,23.3,25.2,30.1,31.6,33.5,35.6,36.9,40.4,40.3,40.9,40.6,42.4,43.4,46.6,47.4,48.7,46.4,45.3,47.2,51.0,50.7,57.8,59.5,63.5,73.9,76.0,79.0,84.1,87.1,86.7,85.5,85.8,87.6,85.4,81.0,81.9,84.4,78.3,84.8,70.3,66.5,65.7,60.0,61.3,69.0,12.2%,--3.3%,2.2%
USSR,104.6,116.7,128.5,138.7,148.3,162.9,178.1,187.3,203.7,216.0,235.7,259.4,277.9,296.3,314.6,324.2,343.3,370.6,397.4,433.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.7,27.7,29.0,28.6,30.2,32.2,32.4,32.6,35.5,36.1,37.0,37.8,39.7,41.0,43.0,41.1,44.6,45.8,41.2,39.1,38.4,37.7,41.3,43.8,35.9,36.8,42.9,42.5,42.2,43.9,45.2,46.2,2.0%,1.6%,1.4%
Other Europe & Eurasia,0.3,0.4,0.5,0.6,0.7,0.9,1.1,1.5,1.7,1.9,2.0,2.2,2.3,2.6,3.0,3.4,3.3,4.0,4.3,4.8,19.2,19.5,21.4,24.0,25.7,24.5,22.1,19.6,14.6,12.7,12.7,12.6,13.6,13.5,12.1,12.5,13.6,13.1,12.7,11.9,11.9,15.4,15.6,14.9,13.2,14.4,14.6,14.4,13.4,13.4,13.6,13.9,2.4%,1.4%,0.4%
Total Europe & Eurasia,139.1,155.6,174.9,198.4,224.9,259.1,296.0,330.3,366.0,399.5,432.7,473.7,502.4,529.9,561.1,570.3,587.2,610.2,646.3,694.7,742.7,762.1,800.1,825.1,847.0,877.5,891.2,853.6,850.6,812.6,821.1,862.6,828.6,849.5,869.6,886.1,906.9,913.4,940.4,961.3,982.9,1003.3,1011.4,1018.9,937.2,1006.5,983.5,966.6,949.0,905.0,909.2,926.9,1.7%,--0.8%,28.9%
Iran,0.7,0.8,0.8,0.9,1.0,2.4,2.8,3.2,3.9,4.0,4.1,4.6,4.7,3.6,4.9,4.3,4.7,6.4,7.3,8.6,9.2,8.9,10.9,11.8,14.9,21.7,25.3,29.1,15.7,24.9,30.4,35.7,37.9,44.1,52.4,56.6,63.4,74.5,76.5,88.9,92.5,100.8,113.0,119.9,128.4,137.6,146.0,145.4,146.6,165.3,171.7,180.7,5.0%,6.4%,5.6%
Israel,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,0.1,0.1,0.1,0.1,0.1,^,^,^,^,0.1,0.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,1.1,1.5,2.1,2.5,3.4,3.8,4.8,4.5,2.3,6.2,6.8,7.6,8.7,14.5%,17.8%,0.3%
Kuwait,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.2,2.5,2.6,2.9,3.5,3.8,4.2,5.6,3.7,4.2,3.3,3.6,3.9,3.8,5.2,4.3,6.2,7.3,3.8,0.5,2.4,4.9,5.4,8.4,8.4,8.3,8.5,7.8,8.6,9.5,8.5,9.9,10.7,11.0,11.3,10.9,11.5,11.1,13.1,15.0,16.6,16.8,16.6,19.2,19.7,2.5%,5.7%,0.6%
Qatar,0.1,0.1,0.1,0.5,0.8,0.9,0.9,1.0,1.4,1.2,1.8,1.0,1.4,1.3,3.9,4.3,3.9,4.5,4.7,5.3,4.9,5.2,5.0,5.3,5.6,5.7,6.9,11.4,12.2,12.2,12.2,12.3,13.1,13.3,12.5,9.8,9.4,9.8,11.0,13.7,16.7,17.2,21.2,17.4,18.7,26.9,17.7,21.1,34.1,32.8,39.5,37.5,--5.4%,9.0%,1.2%
Saudi Arabia,0.6,0.7,0.8,1.0,1.2,1.5,1.2,1.4,1.6,2.1,2.4,2.6,3.7,5.1,6.3,8.8,10.2,10.8,10.6,16.4,16.9,22.7,24.1,26.2,26.8,30.2,31.7,34.4,36.0,38.5,38.6,40.0,40.8,42.1,41.6,44.8,48.3,51.0,54.1,59.1,64.1,66.1,67.0,72.4,70.6,78.9,83.0,89.4,90.0,92.1,94.0,98.4,4.4%,3.9%,3.1%
United Arab Emirates,-,-,0.4,0.5,0.5,0.8,1.2,1.2,1.6,1.6,1.5,1.7,3.0,3.6,3.9,4.4,5.6,5.9,5.4,7.4,9.1,11.1,12.6,12.8,15.5,15.2,18.3,16.9,17.7,20.4,22.3,24.4,26.1,27.4,28.3,28.3,34.1,32.8,34.1,36.2,37.8,39.0,44.3,53.5,53.2,54.7,56.9,59.0,60.2,59.3,66.4,69.0,3.6%,5.8%,2.2%
Other Middle East,0.7,0.9,0.8,0.9,1.2,1.3,1.5,1.7,2.2,2.5,3.0,3.6,3.2,3.7,4.6,3.9,3.3,4.5,4.7,5.2,6.5,7.6,7.8,9.9,11.1,10.9,10.7,12.3,12.8,13.9,15.0,15.7,17.9,19.3,20.0,23.3,23.7,24.8,25.8,24.7,27.7,30.2,30.8,34.6,37.4,41.0,39.9,39.8,42.2,41.7,45.9,47.1,2.3%,5.2%,1.5%
Total Middle East,3.4,3.8,4.4,5.3,6.4,8.8,9.7,10.9,13.3,14.0,15.7,17.0,19.8,21.6,29.2,29.3,31.9,35.5,36.4,46.8,50.5,60.7,64.8,72.1,81.3,87.4,93.3,106.4,99.3,115.2,126.9,136.6,144.1,154.7,162.6,171.4,188.4,201.5,211.3,234.3,251.3,266.7,289.6,312.5,323.2,356.9,363.0,373.5,396.3,414.7,444.3,461.1,3.5%,5.9%,14.4%
Algeria,0.7,0.7,0.7,0.7,1.0,0.9,1.0,1.2,1.7,1.9,2.7,3.2,3.4,5.4,7.6,10.2,13.3,15.1,16.5,14.5,14.4,15.8,16.1,18.2,17.1,18.2,18.0,18.6,16.7,17.6,18.9,19.4,18.1,18.8,19.2,17.9,18.5,18.2,19.3,19.8,20.9,21.4,21.9,22.8,24.5,23.7,25.1,27.9,30.0,33.7,35.5,36.0,1.2%,5.4%,1.1%
Egypt,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,^,0.3,0.4,0.7,1.0,2.0,2.2,2.4,2.8,3.6,4.4,5.1,5.7,6.2,7.0,7.3,8.2,8.8,10.2,10.8,11.3,11.7,12.1,12.3,14.8,18.0,22.1,23.9,26.7,28.5,28.4,32.9,34.5,36.8,38.3,40.6,44.7,47.3,46.3,43.2,43.0,46.1,7.0%,4.2%,1.4%
South Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.7,0.9,1.0,0.9,0.9,0.9,1.0,1.1,1.1,1.1,0.9,0.9,1.9,2.8,3.1,3.1,3.4,3.0,3.5,3.7,4.0,4.1,4.5,4.6,4.6,1.3%,4.9%,0.1%
Other Africa,0.2,0.2,0.3,0.2,0.2,0.5,0.6,1.0,1.9,2.1,2.2,2.2,2.6,3.0,5.2,5.1,5.8,5.5,5.9,6.0,7.0,8.3,8.3,8.9,10.5,9.9,9.5,10.2,10.5,10.7,11.5,12.9,13.1,14.6,11.8,14.9,17.5,19.4,19.6,22.9,24.4,23.3,27.5,27.7,23.8,28.0,28.5,29.3,30.4,32.9,39.2,37.6,--4.4%,4.9%,1.2%
Total Africa,0.9,1.0,1.0,1.0,1.2,1.5,1.7,2.3,3.7,4.1,5.0,5.7,6.3,9.0,13.8,17.6,21.5,23.2,25.5,24.4,26.1,29.3,30.2,33.5,34.7,35.6,35.9,38.3,38.3,40.0,42.7,45.0,44.2,46.7,46.9,51.8,59.1,62.4,66.6,73.2,76.5,80.6,87.0,90.6,89.6,95.8,101.9,108.6,110.9,114.3,122.2,124.3,1.4%,4.8%,3.9%
Australia,^,^,^,^,0.4,1.5,2.2,3.1,4.0,4.6,4.9,5.8,6.6,7.1,8.2,9.4,10.2,9.9,10.8,11.0,11.7,12.8,13.0,13.3,14.4,14.4,14.1,14.8,15.2,16.7,16.7,16.9,16.6,17.1,17.5,17.9,19.3,19.8,20.0,20.4,20.3,22.6,25.3,25.1,26.2,28.0,30.3,30.4,32.0,34.4,38.6,37.0,--4.4%,6.6%,1.2%
